50 ==> 16 #SUP: 330712 #CONF: 1.0
52 ==> 16 #SUP: 278368 #CONF: 1.0
94 ==> 16 #SUP: 863546 #CONF: 0.9721234390285363
117 ==> 16 #SUP: 260481 #CONF: 1.0
118 ==> 16 #SUP: 369621 #CONF: 1.0
119 ==> 16 #SUP: 349045 #CONF: 1.0
125 ==> 16 #SUP: 259113 #CONF: 1.0
126 ==> 16 #SUP: 430122 #CONF: 1.0
127 ==> 16 #SUP: 273654 #CONF: 1.0
128 ==> 16 #SUP: 282368 #CONF: 1.0
134 ==> 16 #SUP: 1400247 #CONF: 1.0
16 ==> 134 #SUP: 1400247 #CONF: 0.9695027466706917
136 ==> 16 #SUP: 699291 #CONF: 0.9782044897548092
137 ==> 16 #SUP: 745003 #CONF: 0.9806709868669596
138 ==> 16 #SUP: 798042 #CONF: 1.0
139 ==> 16 #SUP: 315680 #CONF: 1.0
140 ==> 16 #SUP: 275480 #CONF: 1.0
147 ==> 16 #SUP: 293805 #CONF: 1.0
148 ==> 16 #SUP: 364384 #CONF: 1.0
149 ==> 16 #SUP: 270393 #CONF: 1.0
150 ==> 16 #SUP: 311801 #CONF: 1.0
152 ==> 16 #SUP: 580748 #CONF: 0.9906149253731343
154 ==> 16 #SUP: 302998 #CONF: 0.964227864778083
156 ==> 16 #SUP: 240119 #CONF: 0.992132979097028
19 ==> 43 #SUP: 575560 #CONF: 0.862127848245367
19 ==> 134 #SUP: 647846 #CONF: 0.9704046111167698
21 ==> 43 #SUP: 249216 #CONF: 0.8957161495304261
21 ==> 134 #SUP: 270122 #CONF: 0.9708551527328012
25 ==> 43 #SUP: 591511 #CONF: 0.851475984217398
50 ==> 25 #SUP: 328805 #CONF: 0.9942336534507366
52 ==> 25 #SUP: 276485 #CONF: 0.993235573054374
25 ==> 134 #SUP: 673290 #CONF: 0.9691962878352759
34 ==> 26 #SUP: 413249 #CONF: 0.856524316437016
39 ==> 26 #SUP: 242023 #CONF: 1.0
26 ==> 43 #SUP: 701906 #CONF: 0.9000294920948363
46 ==> 26 #SUP: 302022 #CONF: 0.9983637283194002
125 ==> 26 #SUP: 249484 #CONF: 0.9628386070942021
26 ==> 134 #SUP: 726957 #CONF: 0.9321515124315591
156 ==> 26 #SUP: 242023 #CONF: 1.0
33 ==> 43 #SUP: 279969 #CONF: 0.8969197007800862
33 ==> 94 #SUP: 312145 #CONF: 1.0
33 ==> 134 #SUP: 292826 #CONF: 0.9381088917009723
154 ==> 33 #SUP: 312145 #CONF: 0.9933362822564991
33 ==> 154 #SUP: 312145 #CONF: 1.0
39 ==> 34 #SUP: 242023 #CONF: 1.0
34 ==> 43 #SUP: 417820 #CONF: 0.8659984413603277
46 ==> 34 #SUP: 261412 #CONF: 0.8641233385231243
34 ==> 94 #SUP: 482472 #CONF: 1.0
34 ==> 134 #SUP: 452550 #CONF: 0.9379818932497637
156 ==> 34 #SUP: 242023 #CONF: 1.0
35 ==> 134 #SUP: 364077 #CONF: 0.9211612273142443
36 ==> 43 #SUP: 283551 #CONF: 0.9107351056551777
36 ==> 134 #SUP: 297995 #CONF: 0.9571276694834957
38 ==> 43 #SUP: 270202 #CONF: 0.879967693505157
38 ==> 134 #SUP: 297562 #CONF: 0.9690710905721702
39 ==> 43 #SUP: 222620 #CONF: 0.9198299335187151
39 ==> 94 #SUP: 242023 #CONF: 1.0
39 ==> 134 #SUP: 232308 #CONF: 0.9598591869367787
156 ==> 39 #SUP: 242023 #CONF: 1.0
39 ==> 156 #SUP: 242023 #CONF: 1.0
40 ==> 43 #SUP: 892894 #CONF: 0.9061050110612734
40 ==> 134 #SUP: 963323 #CONF: 0.9775760589393355
150 ==> 40 #SUP: 271844 #CONF: 0.8718509562188703
41 ==> 134 #SUP: 436924 #CONF: 0.952165518203254
46 ==> 43 #SUP: 278562 #CONF: 0.9208143674570355
52 ==> 43 #SUP: 247862 #CONF: 0.8904112541671456
94 ==> 43 #SUP: 772824 #CONF: 0.8699945627028433
118 ==> 43 #SUP: 317893 #CONF: 0.8600512416772856
119 ==> 43 #SUP: 313940 #CONF: 0.8994255754988612
125 ==> 43 #SUP: 232412 #CONF: 0.8969522949446767
126 ==> 43 #SUP: 384555 #CONF: 0.8940602898712459
127 ==> 43 #SUP: 242897 #CONF: 0.8876062473049909
128 ==> 43 #SUP: 249774 #CONF: 0.8845690729827742
134 ==> 43 #SUP: 1234826 #CONF: 0.881862985601826
43 ==> 134 #SUP: 1234826 #CONF: 0.9547006108625448
136 ==> 43 #SUP: 626612 #CONF: 0.8765373381528442
137 ==> 43 #SUP: 666805 #CONF: 0.8777364888434316
138 ==> 43 #SUP: 732594 #CONF: 0.9179892787597645
139 ==> 43 #SUP: 277002 #CONF: 0.877477192093259
148 ==> 43 #SUP: 319649 #CONF: 0.8772311627294282
149 ==> 43 #SUP: 246581 #CONF: 0.911935590048559
150 ==> 43 #SUP: 289154 #CONF: 0.9273671348071366
152 ==> 43 #SUP: 520593 #CONF: 0.8880051172707889
154 ==> 43 #SUP: 281443 #CONF: 0.8956335782636783
156 ==> 43 #SUP: 222620 #CONF: 0.9198299335187151
46 ==> 94 #SUP: 271675 #CONF: 0.8980487047008928
46 ==> 134 #SUP: 293318 #CONF: 0.9695917915356823
50 ==> 134 #SUP: 321684 #CONF: 0.9727013232056896
52 ==> 126 #SUP: 270568 #CONF: 0.971979537877917
52 ==> 134 #SUP: 272116 #CONF: 0.9775405218990688
94 ==> 134 #SUP: 834217 #CONF: 0.9391067747821985
154 ==> 94 #SUP: 314239 #CONF: 1.0
156 ==> 94 #SUP: 242023 #CONF: 1.0
117 ==> 134 #SUP: 249733 #CONF: 0.9587378733957563
118 ==> 134 #SUP: 356532 #CONF: 0.9645880510035956
119 ==> 134 #SUP: 340632 #CONF: 0.9758970906330129
125 ==> 134 #SUP: 249415 #CONF: 0.9625723140097178
126 ==> 134 #SUP: 419040 #CONF: 0.9742352169849484
127 ==> 134 #SUP: 266319 #CONF: 0.9731960797211077
128 ==> 134 #SUP: 275092 #CONF: 0.9742322076155938
136 ==> 134 #SUP: 676919 #CONF: 0.946909376783536
137 ==> 134 #SUP: 723328 #CONF: 0.9521394995570545
138 ==> 134 #SUP: 780912 #CONF: 0.9785349643251859
139 ==> 134 #SUP: 304802 #CONF: 0.9655410542321338
140 ==> 134 #SUP: 262282 #CONF: 0.9520908958908088
147 ==> 134 #SUP: 281150 #CONF: 0.9569272136280866
148 ==> 134 #SUP: 352965 #CONF: 0.9686621805567752
149 ==> 134 #SUP: 264684 #CONF: 0.9788862877367387
150 ==> 134 #SUP: 307795 #CONF: 0.9871520617316815
152 ==> 134 #SUP: 566030 #CONF: 0.9655095948827292
154 ==> 134 #SUP: 294638 #CONF: 0.9376239104630552
156 ==> 134 #SUP: 232308 #CONF: 0.9598591869367787
150 ==> 138 #SUP: 277670 #CONF: 0.8905359508147825
9 16 ==> 14 #SUP: 250815 #CONF: 0.8705468706614095
9 14 ==> 16 #SUP: 250815 #CONF: 1.0
9 ==> 14 16 #SUP: 250815 #CONF: 0.8620405217301644
9 134 ==> 14 #SUP: 243802 #CONF: 0.8725569143662919
9 14 ==> 134 #SUP: 243802 #CONF: 0.9720391523632956
9 43 ==> 16 #SUP: 244618 #CONF: 0.9900716798005431
9 134 ==> 16 #SUP: 279411 #CONF: 1.0
9 16 ==> 134 #SUP: 279411 #CONF: 0.969799938912645
9 ==> 16 134 #SUP: 279411 #CONF: 0.9603237614064031
9 152 ==> 16 #SUP: 229906 #CONF: 0.9963898604050464
9 134 ==> 43 #SUP: 238723 #CONF: 0.8543793909330699
9 43 ==> 134 #SUP: 238723 #CONF: 0.9662121414492191
9 152 ==> 134 #SUP: 224057 #CONF: 0.9710408730210324
13 134 ==> 16 #SUP: 230836 #CONF: 1.0
13 16 ==> 134 #SUP: 230836 #CONF: 0.9600046578749277
13 ==> 16 134 #SUP: 230836 #CONF: 0.9600046578749277
14 19 ==> 16 #SUP: 548828 #CONF: 1.0
14 21 ==> 16 #SUP: 229977 #CONF: 1.0
16 25 ==> 14 #SUP: 603338 #CONF: 0.8730300903651504
14 25 ==> 16 #SUP: 603338 #CONF: 1.0
25 ==> 14 16 #SUP: 603338 #CONF: 0.8685008687340666
14 26 ==> 16 #SUP: 600503 #CONF: 1.0
14 33 ==> 16 #SUP: 254625 #CONF: 1.0
14 34 ==> 16 #SUP: 382805 #CONF: 1.0
14 35 ==> 16 #SUP: 317976 #CONF: 1.0
16 36 ==> 14 #SUP: 268252 #CONF: 0.8731877217538492
14 36 ==> 16 #SUP: 268252 #CONF: 1.0
36 ==> 14 16 #SUP: 268252 #CONF: 0.8615963744166402
14 38 ==> 16 #SUP: 242003 #CONF: 1.0
16 40 ==> 14 #SUP: 857302 #CONF: 0.8699864017373303
14 40 ==> 16 #SUP: 857302 #CONF: 1.0
40 ==> 14 16 #SUP: 857302 #CONF: 0.8699864017373303
14 41 ==> 16 #SUP: 346539 #CONF: 1.0
14 43 ==> 16 #SUP: 1075859 #CONF: 1.0
14 16 ==> 43 #SUP: 1075859 #CONF: 0.8936886183474396
14 ==> 16 43 #SUP: 1075859 #CONF: 0.8936886183474396
16 46 ==> 14 #SUP: 266390 #CONF: 0.8805786121110549
14 46 ==> 16 #SUP: 266390 #CONF: 1.0
46 ==> 14 16 #SUP: 266390 #CONF: 0.8805786121110549
16 50 ==> 14 #SUP: 292788 #CONF: 0.8853262052783086
14 50 ==> 16 #SUP: 292788 #CONF: 1.0
50 ==> 14 16 #SUP: 292788 #CONF: 0.8853262052783086
16 52 ==> 14 #SUP: 249522 #CONF: 0.8963745832854351
14 52 ==> 16 #SUP: 249522 #CONF: 1.0
52 ==> 14 16 #SUP: 249522 #CONF: 0.8963745832854351
14 94 ==> 16 #SUP: 710636 #CONF: 1.0
14 118 ==> 16 #SUP: 304397 #CONF: 1.0
16 119 ==> 14 #SUP: 321517 #CONF: 0.9211333782177084
14 119 ==> 16 #SUP: 321517 #CONF: 1.0
119 ==> 14 16 #SUP: 321517 #CONF: 0.9211333782177084
14 126 ==> 16 #SUP: 364550 #CONF: 1.0
16 127 ==> 14 #SUP: 237222 #CONF: 0.8668683812405447
14 127 ==> 16 #SUP: 237222 #CONF: 1.0
127 ==> 14 16 #SUP: 237222 #CONF: 0.8668683812405447
16 128 ==> 14 #SUP: 251340 #CONF: 0.8901150271985494
14 128 ==> 16 #SUP: 251340 #CONF: 1.0
128 ==> 14 16 #SUP: 251340 #CONF: 0.8901150271985494
14 134 ==> 16 #SUP: 1169411 #CONF: 1.0
14 16 ==> 134 #SUP: 1169411 #CONF: 0.9713998775585813
14 ==> 16 134 #SUP: 1169411 #CONF: 0.9713998775585813
14 136 ==> 16 #SUP: 588697 #CONF: 1.0
14 137 ==> 16 #SUP: 615144 #CONF: 1.0
16 138 ==> 14 #SUP: 743455 #CONF: 0.9315988381563878
14 138 ==> 16 #SUP: 743455 #CONF: 1.0
138 ==> 14 16 #SUP: 743455 #CONF: 0.9315988381563878
14 139 ==> 16 #SUP: 242701 #CONF: 1.0
14 148 ==> 16 #SUP: 309425 #CONF: 1.0
16 149 ==> 14 #SUP: 252286 #CONF: 0.9330345090294497
14 149 ==> 16 #SUP: 252286 #CONF: 1.0
149 ==> 14 16 #SUP: 252286 #CONF: 0.9330345090294497
16 150 ==> 14 #SUP: 303980 #CONF: 0.9749166936603796
14 150 ==> 16 #SUP: 303980 #CONF: 1.0
150 ==> 14 16 #SUP: 303980 #CONF: 0.9749166936603796
14 152 ==> 16 #SUP: 493205 #CONF: 1.0
14 154 ==> 16 #SUP: 256136 #CONF: 1.0
19 25 ==> 14 #SUP: 261389 #CONF: 0.8520766575283522
14 19 ==> 43 #SUP: 478108 #CONF: 0.8711436005451617
14 19 ==> 134 #SUP: 533149 #CONF: 0.9714318511446209
19 138 ==> 14 #SUP: 285816 #CONF: 0.9042549489209976
14 21 ==> 134 #SUP: 223595 #CONF: 0.9722493988529288
25 40 ==> 14 #SUP: 470003 #CONF: 0.8931377057529103
25 43 ==> 14 #SUP: 524554 #CONF: 0.8868034575857423
14 25 ==> 43 #SUP: 524554 #CONF: 0.8694197945430256
25 50 ==> 14 #SUP: 291269 #CONF: 0.8858411520506075
14 50 ==> 25 #SUP: 291269 #CONF: 0.9948119458447751
50 ==> 14 25 #SUP: 291269 #CONF: 0.8807330849802849
25 52 ==> 14 #SUP: 247925 #CONF: 0.896703256957882
14 52 ==> 25 #SUP: 247925 #CONF: 0.9935997627463711
52 ==> 14 25 #SUP: 247925 #CONF: 0.8906375732842855
25 94 ==> 14 #SUP: 259430 #CONF: 0.8545885174241451
25 126 ==> 14 #SUP: 290660 #CONF: 0.8638203529460714
25 134 ==> 14 #SUP: 588946 #CONF: 0.8747285716407491
14 25 ==> 134 #SUP: 588946 #CONF: 0.9761460408593524
25 136 ==> 14 #SUP: 302289 #CONF: 0.8671639008017901
25 137 ==> 14 #SUP: 301049 #CONF: 0.8698474980785567
25 138 ==> 14 #SUP: 429618 #CONF: 0.9424092727783238
25 152 ==> 14 #SUP: 343908 #CONF: 0.8792992360322769
14 34 ==> 26 #SUP: 327758 #CONF: 0.8562009378142919
14 26 ==> 43 #SUP: 551305 #CONF: 0.9180720162930077
26 46 ==> 14 #SUP: 265945 #CONF: 0.8805484368688373
14 46 ==> 26 #SUP: 265945 #CONF: 0.9983295168737565
46 ==> 14 26 #SUP: 265945 #CONF: 0.8791076203981925
14 26 ==> 134 #SUP: 580465 #CONF: 0.9666313074206124
26 138 ==> 14 #SUP: 313837 #CONF: 0.9171961305783675
14 33 ==> 43 #SUP: 229302 #CONF: 0.9005478645066274
14 33 ==> 94 #SUP: 254625 #CONF: 1.0
14 33 ==> 134 #SUP: 247325 #CONF: 0.9713303878252332
14 154 ==> 33 #SUP: 254625 #CONF: 0.9941007902052035
14 33 ==> 154 #SUP: 254625 #CONF: 1.0
34 40 ==> 14 #SUP: 254893 #CONF: 0.8738549408957517
14 34 ==> 43 #SUP: 340988 #CONF: 0.8907616149214352
34 46 ==> 14 #SUP: 228451 #CONF: 0.8739116796474531
14 46 ==> 34 #SUP: 228451 #CONF: 0.8575809902774129
14 34 ==> 94 #SUP: 382805 #CONF: 1.0
14 34 ==> 134 #SUP: 370653 #CONF: 0.9682553780645499
14 35 ==> 134 #SUP: 305723 #CONF: 0.9614656452059275
36 43 ==> 14 #SUP: 246418 #CONF: 0.8690429587622686
14 36 ==> 43 #SUP: 246418 #CONF: 0.9186063850409316
36 134 ==> 14 #SUP: 260446 #CONF: 0.8739945301095656
14 36 ==> 134 #SUP: 260446 #CONF: 0.970900496548022
14 38 ==> 134 #SUP: 237476 #CONF: 0.9812936203270207
40 43 ==> 14 #SUP: 783421 #CONF: 0.8773953011219697
14 40 ==> 43 #SUP: 783421 #CONF: 0.9138215004747452
40 50 ==> 14 #SUP: 226034 #CONF: 0.91477668236932
40 94 ==> 14 #SUP: 492016 #CONF: 0.8724105586614962
40 119 ==> 14 #SUP: 258788 #CONF: 0.9411088725807507
40 126 ==> 14 #SUP: 272520 #CONF: 0.8644129084645982
40 134 ==> 14 #SUP: 839142 #CONF: 0.8710910047824042
14 40 ==> 134 #SUP: 839142 #CONF: 0.9788172662608976
40 ==> 14 134 #SUP: 839142 #CONF: 0.8515577114326885
40 136 ==> 14 #SUP: 422969 #CONF: 0.8762401363968768
40 137 ==> 14 #SUP: 434333 #CONF: 0.8639814923484865
40 138 ==> 14 #SUP: 619554 #CONF: 0.9350544684010831
40 148 ==> 14 #SUP: 226677 #CONF: 0.8729324958698055
40 150 ==> 14 #SUP: 266229 #CONF: 0.979344771265873
14 150 ==> 40 #SUP: 266229 #CONF: 0.8758109086124087
150 ==> 14 40 #SUP: 266229 #CONF: 0.8538426752961024
40 152 ==> 14 #SUP: 365286 #CONF: 0.8667424373646033
14 41 ==> 134 #SUP: 330269 #CONF: 0.9530500174583525
43 46 ==> 14 #SUP: 249534 #CONF: 0.8957933960841752
14 46 ==> 43 #SUP: 249534 #CONF: 0.9367243515146965
43 50 ==> 14 #SUP: 245992 #CONF: 0.9163351362627211
43 52 ==> 14 #SUP: 223943 #CONF: 0.9034987210625267
14 52 ==> 43 #SUP: 223943 #CONF: 0.8974879970503603
14 94 ==> 43 #SUP: 631186 #CONF: 0.8881987402833518
14 118 ==> 43 #SUP: 267466 #CONF: 0.8786748883858908
43 119 ==> 14 #SUP: 292282 #CONF: 0.9310122953430592
14 119 ==> 43 #SUP: 292282 #CONF: 0.9090716820572473
43 126 ==> 14 #SUP: 329523 #CONF: 0.8568943324101884
14 126 ==> 43 #SUP: 329523 #CONF: 0.9039171581401728
43 128 ==> 14 #SUP: 227582 #CONF: 0.9111516811197322
14 128 ==> 43 #SUP: 227582 #CONF: 0.9054746558446726
14 134 ==> 43 #SUP: 1049023 #CONF: 0.8970524477707154
14 43 ==> 134 #SUP: 1049023 #CONF: 0.9750562108975247
14 ==> 43 134 #SUP: 1049023 #CONF: 0.8713966379280985
14 136 ==> 43 #SUP: 526490 #CONF: 0.8943310395670439
14 137 ==> 43 #SUP: 549369 #CONF: 0.8930738168623932
43 138 ==> 14 #SUP: 684718 #CONF: 0.93464865942118
14 138 ==> 43 #SUP: 684718 #CONF: 0.9209945457357877
138 ==> 14 43 #SUP: 684718 #CONF: 0.8579974487558298
43 148 ==> 14 #SUP: 276519 #CONF: 0.8650707494783341
14 148 ==> 43 #SUP: 276519 #CONF: 0.8936543588914923
43 149 ==> 14 #SUP: 231694 #CONF: 0.9396263296847689
14 149 ==> 43 #SUP: 231694 #CONF: 0.9183783483823914
149 ==> 14 43 #SUP: 231694 #CONF: 0.8568786913862415
43 150 ==> 14 #SUP: 282408 #CONF: 0.9766698714179987
14 150 ==> 43 #SUP: 282408 #CONF: 0.9290348049213764
150 ==> 14 43 #SUP: 282408 #CONF: 0.905731540309364
43 152 ==> 14 #SUP: 444673 #CONF: 0.8541663065004715
14 152 ==> 43 #SUP: 444673 #CONF: 0.9015987266957959
14 154 ==> 43 #SUP: 230367 #CONF: 0.8993932910641221
46 94 ==> 14 #SUP: 237668 #CONF: 0.8748246986288765
14 46 ==> 94 #SUP: 237668 #CONF: 0.8921806374113143
46 134 ==> 14 #SUP: 259396 #CONF: 0.8843507728813097
14 46 ==> 134 #SUP: 259396 #CONF: 0.9737452607079845
46 ==> 14 134 #SUP: 259396 #CONF: 0.8574592502239543
50 134 ==> 14 #SUP: 285770 #CONF: 0.8883562751022743
14 50 ==> 134 #SUP: 285770 #CONF: 0.9760304384059456
50 ==> 14 134 #SUP: 285770 #CONF: 0.8641053242700597
50 152 ==> 14 #SUP: 221695 #CONF: 0.9046227797069397
52 126 ==> 14 #SUP: 242296 #CONF: 0.8955087076076994
14 52 ==> 126 #SUP: 242296 #CONF: 0.9710406296839558
52 ==> 14 126 #SUP: 242296 #CONF: 0.8704161397861824
52 134 ==> 14 #SUP: 243963 #CONF: 0.8965404459862706
14 52 ==> 134 #SUP: 243963 #CONF: 0.9777214033231538
52 ==> 14 134 #SUP: 243963 #CONF: 0.8764046154730428
94 126 ==> 14 #SUP: 222389 #CONF: 0.8558821718314629
14 94 ==> 134 #SUP: 687995 #CONF: 0.9681398071586579
94 138 ==> 14 #SUP: 428687 #CONF: 0.9305728612672846
14 154 ==> 94 #SUP: 256136 #CONF: 1.0
14 118 ==> 134 #SUP: 294236 #CONF: 0.9666192505182377
119 134 ==> 14 #SUP: 314455 #CONF: 0.9231516710115315
14 119 ==> 134 #SUP: 314455 #CONF: 0.9780353760454346
119 ==> 14 134 #SUP: 314455 #CONF: 0.9009010299531579
119 138 ==> 14 #SUP: 239586 #CONF: 0.9606225967996087
14 126 ==> 134 #SUP: 355412 #CONF: 0.9749334796324235
126 138 ==> 14 #SUP: 246186 #CONF: 0.9279672516736023
127 134 ==> 14 #SUP: 231318 #CONF: 0.8685749045317833
14 127 ==> 134 #SUP: 231318 #CONF: 0.9751119204795508
128 134 ==> 14 #SUP: 245892 #CONF: 0.893853692582845
14 128 ==> 134 #SUP: 245892 #CONF: 0.9783241823824301
128 ==> 14 134 #SUP: 245892 #CONF: 0.8708210562103355
14 136 ==> 134 #SUP: 571118 #CONF: 0.970139137790748
14 137 ==> 134 #SUP: 598293 #CONF: 0.9726064141079162
134 138 ==> 14 #SUP: 727729 #CONF: 0.9318962956133342
14 138 ==> 134 #SUP: 727729 #CONF: 0.9788474083838296
138 ==> 14 134 #SUP: 727729 #CONF: 0.9118931083827668
14 139 ==> 134 #SUP: 234182 #CONF: 0.9648991969542771
134 148 ==> 14 #SUP: 300432 #CONF: 0.8511665462581276
14 148 ==> 134 #SUP: 300432 #CONF: 0.970936414316878
134 149 ==> 14 #SUP: 247194 #CONF: 0.9339212041528766
14 149 ==> 134 #SUP: 247194 #CONF: 0.9798165573991422
149 ==> 14 134 #SUP: 247194 #CONF: 0.9142026605718343
134 150 ==> 14 #SUP: 300138 #CONF: 0.9751230526811676
14 150 ==> 134 #SUP: 300138 #CONF: 0.9873610105928021
150 ==> 14 134 #SUP: 300138 #CONF: 0.9625947318963056
134 152 ==> 14 #SUP: 481416 #CONF: 0.8505132236807237
14 152 ==> 134 #SUP: 481416 #CONF: 0.9760971604099715
14 154 ==> 134 #SUP: 248789 #CONF: 0.9713160196145798
136 138 ==> 14 #SUP: 365675 #CONF: 0.9375729123667066
137 138 ==> 14 #SUP: 377780 #CONF: 0.9258882552038018
138 150 ==> 14 #SUP: 272888 #CONF: 0.982778117909749
14 150 ==> 138 #SUP: 272888 #CONF: 0.8977169550628331
150 ==> 14 138 #SUP: 272888 #CONF: 0.8751992456727208
138 152 ==> 14 #SUP: 314768 #CONF: 0.9329997747293789
19 25 ==> 16 #SUP: 306767 #CONF: 1.0
19 26 ==> 16 #SUP: 360837 #CONF: 1.0
19 34 ==> 16 #SUP: 223106 #CONF: 1.0
19 40 ==> 16 #SUP: 428012 #CONF: 1.0
19 41 ==> 16 #SUP: 239592 #CONF: 1.0
19 43 ==> 16 #SUP: 575560 #CONF: 1.0
16 19 ==> 43 #SUP: 575560 #CONF: 0.862127848245367
19 ==> 16 43 #SUP: 575560 #CONF: 0.862127848245367
19 94 ==> 16 #SUP: 403315 #CONF: 1.0
19 134 ==> 16 #SUP: 647846 #CONF: 1.0
16 19 ==> 134 #SUP: 647846 #CONF: 0.9704046111167698
19 ==> 16 134 #SUP: 647846 #CONF: 0.9704046111167698
19 136 ==> 16 #SUP: 317439 #CONF: 1.0
19 137 ==> 16 #SUP: 350165 #CONF: 1.0
19 138 ==> 16 #SUP: 316079 #CONF: 1.0
19 152 ==> 16 #SUP: 264289 #CONF: 1.0
21 43 ==> 16 #SUP: 249216 #CONF: 1.0
16 21 ==> 43 #SUP: 249216 #CONF: 0.8957161495304261
21 ==> 16 43 #SUP: 249216 #CONF: 0.8957161495304261
21 134 ==> 16 #SUP: 270122 #CONF: 1.0
16 21 ==> 134 #SUP: 270122 #CONF: 0.9708551527328012
21 ==> 16 134 #SUP: 270122 #CONF: 0.9708551527328012
25 40 ==> 16 #SUP: 526238 #CONF: 1.0
25 43 ==> 16 #SUP: 588430 #CONF: 0.9947913056561923
16 25 ==> 43 #SUP: 588430 #CONF: 0.8514582142572911
25 50 ==> 16 #SUP: 328805 #CONF: 1.0
16 50 ==> 25 #SUP: 328805 #CONF: 0.9942336534507366
50 ==> 16 25 #SUP: 328805 #CONF: 0.9942336534507366
25 52 ==> 16 #SUP: 276485 #CONF: 1.0
16 52 ==> 25 #SUP: 276485 #CONF: 0.993235573054374
52 ==> 16 25 #SUP: 276485 #CONF: 0.993235573054374
25 94 ==> 16 #SUP: 301192 #CONF: 0.9921567464827241
25 126 ==> 16 #SUP: 336482 #CONF: 1.0
25 134 ==> 16 #SUP: 673290 #CONF: 1.0
16 25 ==> 134 #SUP: 673290 #CONF: 0.9742506348712532
25 ==> 16 134 #SUP: 673290 #CONF: 0.9691962878352759
25 136 ==> 16 #SUP: 346349 #CONF: 0.9935569930721898
25 137 ==> 16 #SUP: 344736 #CONF: 0.9960762105092836
25 138 ==> 16 #SUP: 455872 #CONF: 1.0
25 152 ==> 16 #SUP: 389893 #CONF: 0.9968730504505058
26 34 ==> 16 #SUP: 401491 #CONF: 0.9715474205624212
16 34 ==> 26 #SUP: 401491 #CONF: 0.855513980455915
26 39 ==> 16 #SUP: 240119 #CONF: 0.992132979097028
16 39 ==> 26 #SUP: 240119 #CONF: 1.0
39 ==> 16 26 #SUP: 240119 #CONF: 0.992132979097028
26 40 ==> 16 #SUP: 459182 #CONF: 1.0
26 41 ==> 16 #SUP: 294027 #CONF: 1.0
26 43 ==> 16 #SUP: 678917 #CONF: 0.9672477511233698
16 26 ==> 43 #SUP: 678917 #CONF: 0.9013660219142363
26 ==> 16 43 #SUP: 678917 #CONF: 0.8705515021734391
26 46 ==> 16 #SUP: 302022 #CONF: 1.0
16 46 ==> 26 #SUP: 302022 #CONF: 0.9983637283194002
46 ==> 16 26 #SUP: 302022 #CONF: 0.9983637283194002
26 94 ==> 16 #SUP: 562354 #CONF: 0.961722897170689
26 125 ==> 16 #SUP: 249484 #CONF: 1.0
16 125 ==> 26 #SUP: 249484 #CONF: 0.9628386070942021
125 ==> 16 26 #SUP: 249484 #CONF: 0.9628386070942021
26 134 ==> 16 #SUP: 726957 #CONF: 1.0
16 26 ==> 134 #SUP: 726957 #CONF: 0.9651464600130907
26 ==> 16 134 #SUP: 726957 #CONF: 0.9321515124315591
26 136 ==> 16 #SUP: 352942 #CONF: 0.96359312760561
26 137 ==> 16 #SUP: 400267 #CONF: 0.9677799189057842
