itemset support
"GARL_1 NA38_ZZ SANI_2 STOCD_10 ==> CATL_1 INAT_11" " 346881 #CONF: 0.9278986718739551"
"GARL_1 INAT_11 NA38_ZZ STOCD_10 ==> CATL_1 SANI_2" " 346881 #CONF: 0.98216212083889"
"CATL_1 GARL_1 NA38_ZZ STOCD_10 ==> INAT_11 SANI_2" " 346881 #CONF: 0.9098899888257606"
"GARL_1 NA38_ZZ STOCD_10 ==> CATL_1 INAT_11 SANI_2" " 346881 #CONF: 0.9098899888257606"
"GARL_1 INAT_11 SANI_2 SEXE_1 STOCD_10 ==> CATL_1" " 295915 #CONF: 1.0"
"CATL_1 GARL_1 SANI_2 SEXE_1 STOCD_10 ==> INAT_11" " 295915 #CONF: 0.9253098020331394"
"CATL_1 GARL_1 INAT_11 SEXE_1 STOCD_10 ==> SANI_2" " 295915 #CONF: 0.9833219244086743"
"GARL_1 SANI_2 SEXE_1 STOCD_10 ==> CATL_1 INAT_11" " 295915 #CONF: 0.9253098020331394"
"GARL_1 INAT_11 SEXE_1 STOCD_10 ==> CATL_1 SANI_2" " 295915 #CONF: 0.9833219244086743"
"CATL_1 GARL_1 SEXE_1 STOCD_10 ==> INAT_11 SANI_2" " 295915 #CONF: 0.9083890495398425"
"GARL_1 SEXE_1 STOCD_10 ==> CATL_1 INAT_11 SANI_2" " 295915 #CONF: 0.9083890495398425"
"GARL_1 INAT_11 SANI_2 SEXE_2 STOCD_10 ==> CATL_1" " 305312 #CONF: 1.0"
"CATL_1 GARL_1 SANI_2 SEXE_2 STOCD_10 ==> INAT_11" " 305312 #CONF: 0.9224317644855069"
"CATL_1 GARL_1 INAT_11 SEXE_2 STOCD_10 ==> SANI_2" " 305312 #CONF: 0.9845026731760169"
"GARL_1 SANI_2 SEXE_2 STOCD_10 ==> CATL_1 INAT_11" " 305312 #CONF: 0.9224317644855069"
"GARL_1 INAT_11 SEXE_2 STOCD_10 ==> CATL_1 SANI_2" " 305312 #CONF: 0.9845026731760169"
"CATL_1 GARL_1 SEXE_2 STOCD_10 ==> INAT_11 SANI_2" " 305312 #CONF: 0.9064329568800693"
"GARL_1 SEXE_2 STOCD_10 ==> CATL_1 INAT_11 SANI_2" " 305312 #CONF: 0.9064329568800693"
"GARL_1 INAT_11 SANI_2 STOCD_10 SURF_7 ==> CATL_1" " 228035 #CONF: 1.0"
"CATL_1 INAT_11 SANI_2 STOCD_10 SURF_7 ==> GARL_1" " 228035 #CONF: 0.8905216953243071"
"CATL_1 GARL_1 SANI_2 STOCD_10 SURF_7 ==> INAT_11" " 228035 #CONF: 0.9331508239521056"
"CATL_1 GARL_1 INAT_11 STOCD_10 SURF_7 ==> SANI_2" " 228035 #CONF: 0.9907113345179496"
"CATL_1 GARL_1 INAT_11 SANI_2 SURF_7 ==> STOCD_10" " 228035 #CONF: 0.9113453068923898"
"INAT_11 SANI_2 STOCD_10 SURF_7 ==> CATL_1 GARL_1" " 228035 #CONF: 0.8905216953243071"
"GARL_1 SANI_2 STOCD_10 SURF_7 ==> CATL_1 INAT_11" " 228035 #CONF: 0.9331508239521056"
"GARL_1 INAT_11 STOCD_10 SURF_7 ==> CATL_1 SANI_2" " 228035 #CONF: 0.9907113345179496"
"GARL_1 INAT_11 SANI_2 SURF_7 ==> CATL_1 STOCD_10" " 228035 #CONF: 0.9113453068923898"
"CATL_1 INAT_11 STOCD_10 SURF_7 ==> GARL_1 SANI_2" " 228035 #CONF: 0.8812776564704063"
"CATL_1 GARL_1 STOCD_10 SURF_7 ==> INAT_11 SANI_2" " 228035 #CONF: 0.9233270302991039"
"CATL_1 GARL_1 INAT_11 SURF_7 ==> SANI_2 STOCD_10" " 228035 #CONF: 0.9024905708168265"
"INAT_11 STOCD_10 SURF_7 ==> CATL_1 GARL_1 SANI_2" " 228035 #CONF: 0.8812776564704063"
"GARL_1 STOCD_10 SURF_7 ==> CATL_1 INAT_11 SANI_2" " 228035 #CONF: 0.9233270302991039"
"GARL_1 INAT_11 SURF_7 ==> CATL_1 SANI_2 STOCD_10" " 228035 #CONF: 0.9024905708168265"
"GARL_1 INAT_11 SANI_2 STOCD_10 TACT_11 ==> CATL_1" " 254346 #CONF: 1.0"
"CATL_1 GARL_1 SANI_2 STOCD_10 TACT_11 ==> INAT_11" " 254346 #CONF: 0.918375747421936"
"CATL_1 GARL_1 INAT_11 STOCD_10 TACT_11 ==> SANI_2" " 254346 #CONF: 0.9863303744895704"
"GARL_1 SANI_2 STOCD_10 TACT_11 ==> CATL_1 INAT_11" " 254346 #CONF: 0.918375747421936"
"GARL_1 INAT_11 STOCD_10 TACT_11 ==> CATL_1 SANI_2" " 254346 #CONF: 0.9863303744895704"
"CATL_1 GARL_1 STOCD_10 TACT_11 ==> INAT_11 SANI_2" " 254346 #CONF: 0.9040134777787255"
"GARL_1 STOCD_10 TACT_11 ==> CATL_1 INAT_11 SANI_2" " 254346 #CONF: 0.9040134777787255"
"CS1_8 DIPL_15_Z INAT_11 NA38_ZZ TACT_23 ==> COUPLE_2" " 222620 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z INAT_11 NA38_ZZ TACT_23 ==> CS1_8" " 222620 #CONF: 1.0"
"COUPLE_2 CS1_8 INAT_11 NA38_ZZ TACT_23 ==> DIPL_15_Z" " 222620 #CONF: 1.0"
"COUPLE_2 CS1_8 DIPL_15_Z NA38_ZZ TACT_23 ==> INAT_11" " 222620 #CONF: 0.9198299335187151"
"COUPLE_2 CS1_8 DIPL_15_Z INAT_11 TACT_23 ==> NA38_ZZ" " 222620 #CONF: 1.0"
"COUPLE_2 CS1_8 DIPL_15_Z INAT_11 NA38_ZZ ==> TACT_23" " 222620 #CONF: 1.0"
"DIPL_15_Z INAT_11 NA38_ZZ TACT_23 ==> COUPLE_2 CS1_8" " 222620 #CONF: 1.0"
"CS1_8 INAT_11 NA38_ZZ TACT_23 ==> COUPLE_2 DIPL_15_Z" " 222620 #CONF: 1.0"
"CS1_8 DIPL_15_Z NA38_ZZ TACT_23 ==> COUPLE_2 INAT_11" " 222620 #CONF: 0.9198299335187151"
"CS1_8 DIPL_15_Z INAT_11 TACT_23 ==> COUPLE_2 NA38_ZZ" " 222620 #CONF: 1.0"
"CS1_8 DIPL_15_Z INAT_11 NA38_ZZ ==> COUPLE_2 TACT_23" " 222620 #CONF: 1.0"
"COUPLE_2 INAT_11 NA38_ZZ TACT_23 ==> CS1_8 DIPL_15_Z" " 222620 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z NA38_ZZ TACT_23 ==> CS1_8 INAT_11" " 222620 #CONF: 0.9198299335187151"
"COUPLE_2 DIPL_15_Z INAT_11 TACT_23 ==> CS1_8 NA38_ZZ" " 222620 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z INAT_11 NA38_ZZ ==> CS1_8 TACT_23" " 222620 #CONF: 1.0"
"COUPLE_2 CS1_8 NA38_ZZ TACT_23 ==> DIPL_15_Z INAT_11" " 222620 #CONF: 0.9198299335187151"
"COUPLE_2 CS1_8 INAT_11 TACT_23 ==> DIPL_15_Z NA38_ZZ" " 222620 #CONF: 1.0"
"COUPLE_2 CS1_8 DIPL_15_Z TACT_23 ==> INAT_11 NA38_ZZ" " 222620 #CONF: 0.9198299335187151"
"COUPLE_2 CS1_8 DIPL_15_Z NA38_ZZ ==> INAT_11 TACT_23" " 222620 #CONF: 0.9198299335187151"
"COUPLE_2 CS1_8 DIPL_15_Z INAT_11 ==> NA38_ZZ TACT_23" " 222620 #CONF: 1.0"
"INAT_11 NA38_ZZ TACT_23 ==> COUPLE_2 CS1_8 DIPL_15_Z" " 222620 #CONF: 1.0"
"DIPL_15_Z NA38_ZZ TACT_23 ==> COUPLE_2 CS1_8 INAT_11" " 222620 #CONF: 0.9198299335187151"
"DIPL_15_Z INAT_11 TACT_23 ==> COUPLE_2 CS1_8 NA38_ZZ" " 222620 #CONF: 1.0"
"DIPL_15_Z INAT_11 NA38_ZZ ==> COUPLE_2 CS1_8 TACT_23" " 222620 #CONF: 1.0"
"CS1_8 NA38_ZZ TACT_23 ==> COUPLE_2 DIPL_15_Z INAT_11" " 222620 #CONF: 0.9198299335187151"
"CS1_8 INAT_11 TACT_23 ==> COUPLE_2 DIPL_15_Z NA38_ZZ" " 222620 #CONF: 1.0"
"CS1_8 DIPL_15_Z TACT_23 ==> COUPLE_2 INAT_11 NA38_ZZ" " 222620 #CONF: 0.9198299335187151"
"CS1_8 DIPL_15_Z NA38_ZZ ==> COUPLE_2 INAT_11 TACT_23" " 222620 #CONF: 0.9198299335187151"
"CS1_8 DIPL_15_Z INAT_11 ==> COUPLE_2 NA38_ZZ TACT_23" " 222620 #CONF: 1.0"
"COUPLE_2 NA38_ZZ TACT_23 ==> CS1_8 DIPL_15_Z INAT_11" " 222620 #CONF: 0.9198299335187151"
"COUPLE_2 INAT_11 TACT_23 ==> CS1_8 DIPL_15_Z NA38_ZZ" " 222620 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z TACT_23 ==> CS1_8 INAT_11 NA38_ZZ" " 222620 #CONF: 0.9198299335187151"
"COUPLE_2 DIPL_15_Z NA38_ZZ ==> CS1_8 INAT_11 TACT_23" " 222620 #CONF: 0.9198299335187151"
"COUPLE_2 DIPL_15_Z INAT_11 ==> CS1_8 NA38_ZZ TACT_23" " 222620 #CONF: 1.0"
"COUPLE_2 CS1_8 TACT_23 ==> DIPL_15_Z INAT_11 NA38_ZZ" " 222620 #CONF: 0.9198299335187151"
"COUPLE_2 CS1_8 DIPL_15_Z ==> INAT_11 NA38_ZZ TACT_23" " 222620 #CONF: 0.9198299335187151"
"NA38_ZZ TACT_23 ==> COUPLE_2 CS1_8 DIPL_15_Z INAT_11" " 222620 #CONF: 0.9198299335187151"
"INAT_11 TACT_23 ==> COUPLE_2 CS1_8 DIPL_15_Z NA38_ZZ" " 222620 #CONF: 1.0"
"DIPL_15_Z TACT_23 ==> COUPLE_2 CS1_8 INAT_11 NA38_ZZ" " 222620 #CONF: 0.9198299335187151"
"DIPL_15_Z NA38_ZZ ==> COUPLE_2 CS1_8 INAT_11 TACT_23" " 222620 #CONF: 0.9198299335187151"
"DIPL_15_Z INAT_11 ==> COUPLE_2 CS1_8 NA38_ZZ TACT_23" " 222620 #CONF: 1.0"
"CS1_8 TACT_23 ==> COUPLE_2 DIPL_15_Z INAT_11 NA38_ZZ" " 222620 #CONF: 0.9198299335187151"
"CS1_8 DIPL_15_Z ==> COUPLE_2 INAT_11 NA38_ZZ TACT_23" " 222620 #CONF: 0.9198299335187151"
"COUPLE_2 TACT_23 ==> CS1_8 DIPL_15_Z INAT_11 NA38_ZZ" " 222620 #CONF: 0.9198299335187151"
"COUPLE_2 DIPL_15_Z ==> CS1_8 INAT_11 NA38_ZZ TACT_23" " 222620 #CONF: 0.9198299335187151"
"TACT_23 ==> COUPLE_2 CS1_8 DIPL_15_Z INAT_11 NA38_ZZ" " 222620 #CONF: 0.9198299335187151"
"DIPL_15_Z ==> COUPLE_2 CS1_8 INAT_11 NA38_ZZ TACT_23" " 222620 #CONF: 0.9198299335187151"
"CS1_8 DIPL_15_Z NA38_ZZ SANI_2 TACT_23 ==> COUPLE_2" " 232308 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z NA38_ZZ SANI_2 TACT_23 ==> CS1_8" " 232308 #CONF: 1.0"
"COUPLE_2 CS1_8 NA38_ZZ SANI_2 TACT_23 ==> DIPL_15_Z" " 232308 #CONF: 1.0"
"COUPLE_2 CS1_8 DIPL_15_Z SANI_2 TACT_23 ==> NA38_ZZ" " 232308 #CONF: 1.0"
"COUPLE_2 CS1_8 DIPL_15_Z NA38_ZZ TACT_23 ==> SANI_2" " 232308 #CONF: 0.9598591869367787"
"COUPLE_2 CS1_8 DIPL_15_Z NA38_ZZ SANI_2 ==> TACT_23" " 232308 #CONF: 1.0"
"DIPL_15_Z NA38_ZZ SANI_2 TACT_23 ==> COUPLE_2 CS1_8" " 232308 #CONF: 1.0"
"CS1_8 NA38_ZZ SANI_2 TACT_23 ==> COUPLE_2 DIPL_15_Z" " 232308 #CONF: 1.0"
"CS1_8 DIPL_15_Z SANI_2 TACT_23 ==> COUPLE_2 NA38_ZZ" " 232308 #CONF: 1.0"
"CS1_8 DIPL_15_Z NA38_ZZ TACT_23 ==> COUPLE_2 SANI_2" " 232308 #CONF: 0.9598591869367787"
"CS1_8 DIPL_15_Z NA38_ZZ SANI_2 ==> COUPLE_2 TACT_23" " 232308 #CONF: 1.0"
"COUPLE_2 NA38_ZZ SANI_2 TACT_23 ==> CS1_8 DIPL_15_Z" " 232308 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z SANI_2 TACT_23 ==> CS1_8 NA38_ZZ" " 232308 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z NA38_ZZ TACT_23 ==> CS1_8 SANI_2" " 232308 #CONF: 0.9598591869367787"
"COUPLE_2 DIPL_15_Z NA38_ZZ SANI_2 ==> CS1_8 TACT_23" " 232308 #CONF: 1.0"
"COUPLE_2 CS1_8 SANI_2 TACT_23 ==> DIPL_15_Z NA38_ZZ" " 232308 #CONF: 1.0"
"COUPLE_2 CS1_8 NA38_ZZ TACT_23 ==> DIPL_15_Z SANI_2" " 232308 #CONF: 0.9598591869367787"
"COUPLE_2 CS1_8 DIPL_15_Z TACT_23 ==> NA38_ZZ SANI_2" " 232308 #CONF: 0.9598591869367787"
"COUPLE_2 CS1_8 DIPL_15_Z SANI_2 ==> NA38_ZZ TACT_23" " 232308 #CONF: 1.0"
"COUPLE_2 CS1_8 DIPL_15_Z NA38_ZZ ==> SANI_2 TACT_23" " 232308 #CONF: 0.9598591869367787"
"NA38_ZZ SANI_2 TACT_23 ==> COUPLE_2 CS1_8 DIPL_15_Z" " 232308 #CONF: 1.0"
"DIPL_15_Z SANI_2 TACT_23 ==> COUPLE_2 CS1_8 NA38_ZZ" " 232308 #CONF: 1.0"
"DIPL_15_Z NA38_ZZ TACT_23 ==> COUPLE_2 CS1_8 SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z NA38_ZZ SANI_2 ==> COUPLE_2 CS1_8 TACT_23" " 232308 #CONF: 1.0"
"CS1_8 SANI_2 TACT_23 ==> COUPLE_2 DIPL_15_Z NA38_ZZ" " 232308 #CONF: 1.0"
"CS1_8 NA38_ZZ TACT_23 ==> COUPLE_2 DIPL_15_Z SANI_2" " 232308 #CONF: 0.9598591869367787"
"CS1_8 DIPL_15_Z TACT_23 ==> COUPLE_2 NA38_ZZ SANI_2" " 232308 #CONF: 0.9598591869367787"
"CS1_8 DIPL_15_Z SANI_2 ==> COUPLE_2 NA38_ZZ TACT_23" " 232308 #CONF: 1.0"
"CS1_8 DIPL_15_Z NA38_ZZ ==> COUPLE_2 SANI_2 TACT_23" " 232308 #CONF: 0.9598591869367787"
"COUPLE_2 SANI_2 TACT_23 ==> CS1_8 DIPL_15_Z NA38_ZZ" " 232308 #CONF: 1.0"
"COUPLE_2 NA38_ZZ TACT_23 ==> CS1_8 DIPL_15_Z SANI_2" " 232308 #CONF: 0.9598591869367787"
"COUPLE_2 DIPL_15_Z TACT_23 ==> CS1_8 NA38_ZZ SANI_2" " 232308 #CONF: 0.9598591869367787"
"COUPLE_2 DIPL_15_Z SANI_2 ==> CS1_8 NA38_ZZ TACT_23" " 232308 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z NA38_ZZ ==> CS1_8 SANI_2 TACT_23" " 232308 #CONF: 0.9598591869367787"
"COUPLE_2 CS1_8 TACT_23 ==> DIPL_15_Z NA38_ZZ SANI_2" " 232308 #CONF: 0.9598591869367787"
"COUPLE_2 CS1_8 DIPL_15_Z ==> NA38_ZZ SANI_2 TACT_23" " 232308 #CONF: 0.9598591869367787"
"SANI_2 TACT_23 ==> COUPLE_2 CS1_8 DIPL_15_Z NA38_ZZ" " 232308 #CONF: 1.0"
"NA38_ZZ TACT_23 ==> COUPLE_2 CS1_8 DIPL_15_Z SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z TACT_23 ==> COUPLE_2 CS1_8 NA38_ZZ SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z SANI_2 ==> COUPLE_2 CS1_8 NA38_ZZ TACT_23" " 232308 #CONF: 1.0"
"DIPL_15_Z NA38_ZZ ==> COUPLE_2 CS1_8 SANI_2 TACT_23" " 232308 #CONF: 0.9598591869367787"
"CS1_8 TACT_23 ==> COUPLE_2 DIPL_15_Z NA38_ZZ SANI_2" " 232308 #CONF: 0.9598591869367787"
"CS1_8 DIPL_15_Z ==> COUPLE_2 NA38_ZZ SANI_2 TACT_23" " 232308 #CONF: 0.9598591869367787"
"COUPLE_2 TACT_23 ==> CS1_8 DIPL_15_Z NA38_ZZ SANI_2" " 232308 #CONF: 0.9598591869367787"
"COUPLE_2 DIPL_15_Z ==> CS1_8 NA38_ZZ SANI_2 TACT_23" " 232308 #CONF: 0.9598591869367787"
"TACT_23 ==> COUPLE_2 CS1_8 DIPL_15_Z NA38_ZZ SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z ==> COUPLE_2 CS1_8 NA38_ZZ SANI_2 TACT_23" " 232308 #CONF: 0.9598591869367787"
"CS1_8 GARL_1 INAT_11 NA38_ZZ SANI_2 ==> COUPLE_2" " 230652 #CONF: 0.8864888964048796"
"COUPLE_2 CS1_8 GARL_1 NA38_ZZ SANI_2 ==> INAT_11" " 230652 #CONF: 0.9423136633275048"
"COUPLE_2 CS1_8 GARL_1 INAT_11 SANI_2 ==> NA38_ZZ" " 230652 #CONF: 1.0"
"COUPLE_2 CS1_8 GARL_1 INAT_11 NA38_ZZ ==> SANI_2" " 230652 #CONF: 0.9792934203431425"
"CS1_8 GARL_1 INAT_11 SANI_2 ==> COUPLE_2 NA38_ZZ" " 230652 #CONF: 0.8864888964048796"
"CS1_8 GARL_1 INAT_11 NA38_ZZ ==> COUPLE_2 SANI_2" " 230652 #CONF: 0.8677848258425698"
"COUPLE_2 CS1_8 GARL_1 SANI_2 ==> INAT_11 NA38_ZZ" " 230652 #CONF: 0.9423136633275048"
"COUPLE_2 CS1_8 GARL_1 NA38_ZZ ==> INAT_11 SANI_2" " 230652 #CONF: 0.9198191084631397"
"COUPLE_2 CS1_8 GARL_1 INAT_11 ==> NA38_ZZ SANI_2" " 230652 #CONF: 0.9792934203431425"
"CS1_8 GARL_1 INAT_11 ==> COUPLE_2 NA38_ZZ SANI_2" " 230652 #CONF: 0.8677848258425698"
"COUPLE_2 CS1_8 GARL_1 ==> INAT_11 NA38_ZZ SANI_2" " 230652 #CONF: 0.9198191084631397"
"CS1_8 INAT_11 MODV_11 NA38_ZZ SANI_2 ==> COUPLE_2" " 234120 #CONF: 0.9992999948780114"
"COUPLE_2 INAT_11 MODV_11 NA38_ZZ SANI_2 ==> CS1_8" " 234120 #CONF: 0.9633973211530152"
"COUPLE_2 CS1_8 MODV_11 NA38_ZZ SANI_2 ==> INAT_11" " 234120 #CONF: 0.9243999415636462"
"COUPLE_2 CS1_8 INAT_11 MODV_11 SANI_2 ==> NA38_ZZ" " 234120 #CONF: 1.0"
"COUPLE_2 CS1_8 INAT_11 MODV_11 NA38_ZZ ==> SANI_2" " 234120 #CONF: 0.9740105754949723"
"INAT_11 MODV_11 NA38_ZZ SANI_2 ==> COUPLE_2 CS1_8" " 234120 #CONF: 0.9626328081313115"
"CS1_8 MODV_11 NA38_ZZ SANI_2 ==> COUPLE_2 INAT_11" " 234120 #CONF: 0.9236960467134854"
"CS1_8 INAT_11 MODV_11 SANI_2 ==> COUPLE_2 NA38_ZZ" " 234120 #CONF: 0.9992999948780114"
"CS1_8 INAT_11 MODV_11 NA38_ZZ ==> COUPLE_2 SANI_2" " 234120 #CONF: 0.9733302845739705"
"COUPLE_2 MODV_11 NA38_ZZ SANI_2 ==> CS1_8 INAT_11" " 234120 #CONF: 0.8899261815887304"
"COUPLE_2 INAT_11 MODV_11 SANI_2 ==> CS1_8 NA38_ZZ" " 234120 #CONF: 0.8642973430941491"
"COUPLE_2 INAT_11 MODV_11 NA38_ZZ ==> CS1_8 SANI_2" " 234120 #CONF: 0.9380333832827161"
"COUPLE_2 CS1_8 MODV_11 SANI_2 ==> INAT_11 NA38_ZZ" " 234120 #CONF: 0.9243999415636462"
"COUPLE_2 CS1_8 MODV_11 NA38_ZZ ==> INAT_11 SANI_2" " 234120 #CONF: 0.8962972037609874"
"COUPLE_2 CS1_8 INAT_11 MODV_11 ==> NA38_ZZ SANI_2" " 234120 #CONF: 0.9740105754949723"
"MODV_11 NA38_ZZ SANI_2 ==> COUPLE_2 CS1_8 INAT_11" " 234120 #CONF: 0.889158960141281"
"INAT_11 MODV_11 SANI_2 ==> COUPLE_2 CS1_8 NA38_ZZ" " 234120 #CONF: 0.8629911275429524"
"INAT_11 MODV_11 NA38_ZZ ==> COUPLE_2 CS1_8 SANI_2" " 234120 #CONF: 0.9372823136604934"
"CS1_8 MODV_11 SANI_2 ==> COUPLE_2 INAT_11 NA38_ZZ" " 234120 #CONF: 0.9236960467134854"
"CS1_8 MODV_11 NA38_ZZ ==> COUPLE_2 INAT_11 SANI_2" " 234120 #CONF: 0.8955977537373954"
"CS1_8 INAT_11 MODV_11 ==> COUPLE_2 NA38_ZZ SANI_2" " 234120 #CONF: 0.9733302845739705"
"COUPLE_2 MODV_11 NA38_ZZ ==> CS1_8 INAT_11 SANI_2" " 234120 #CONF: 0.8625332955093891"
"COUPLE_2 CS1_8 MODV_11 ==> INAT_11 NA38_ZZ SANI_2" " 234120 #CONF: 0.8962972037609874"
"MODV_11 NA38_ZZ ==> COUPLE_2 CS1_8 INAT_11 SANI_2" " 234120 #CONF: 0.8617649765344622"
"CS1_8 MODV_11 ==> COUPLE_2 INAT_11 NA38_ZZ SANI_2" " 234120 #CONF: 0.8955977537373954"
"CATL_1 COUPLE_1 GARL_1 INAT_11 SANI_2 STOCD_10 ==> ASCEN_2" " 326488 #CONF: 0.9468552519771586"
"ASCEN_2 COUPLE_1 GARL_1 INAT_11 SANI_2 STOCD_10 ==> CATL_1" " 326488 #CONF: 1.0"
"ASCEN_2 CATL_1 COUPLE_1 INAT_11 SANI_2 STOCD_10 ==> GARL_1" " 326488 #CONF: 0.8581920265379025"
"ASCEN_2 CATL_1 COUPLE_1 GARL_1 SANI_2 STOCD_10 ==> INAT_11" " 326488 #CONF: 0.9060227055137601"
"ASCEN_2 CATL_1 COUPLE_1 GARL_1 INAT_11 STOCD_10 ==> SANI_2" " 326488 #CONF: 0.9863566603424732"
"COUPLE_1 GARL_1 INAT_11 SANI_2 STOCD_10 ==> ASCEN_2 CATL_1" " 326488 #CONF: 0.9468552519771586"
"CATL_1 COUPLE_1 GARL_1 SANI_2 STOCD_10 ==> ASCEN_2 INAT_11" " 326488 #CONF: 0.8555899725886675"
"CATL_1 COUPLE_1 GARL_1 INAT_11 STOCD_10 ==> ASCEN_2 SANI_2" " 326488 #CONF: 0.9339676346149995"
"ASCEN_2 COUPLE_1 INAT_11 SANI_2 STOCD_10 ==> CATL_1 GARL_1" " 326488 #CONF: 0.8581920265379025"
"ASCEN_2 COUPLE_1 GARL_1 SANI_2 STOCD_10 ==> CATL_1 INAT_11" " 326488 #CONF: 0.9060227055137601"
"ASCEN_2 COUPLE_1 GARL_1 INAT_11 STOCD_10 ==> CATL_1 SANI_2" " 326488 #CONF: 0.9863566603424732"
"ASCEN_2 CATL_1 COUPLE_1 GARL_1 STOCD_10 ==> INAT_11 SANI_2" " 326488 #CONF: 0.8917976186899244"
"COUPLE_1 GARL_1 SANI_2 STOCD_10 ==> ASCEN_2 CATL_1 INAT_11" " 326488 #CONF: 0.8555899725886675"
"COUPLE_1 GARL_1 INAT_11 STOCD_10 ==> ASCEN_2 CATL_1 SANI_2" " 326488 #CONF: 0.9339676346149995"
"ASCEN_2 COUPLE_1 GARL_1 STOCD_10 ==> CATL_1 INAT_11 SANI_2" " 326488 #CONF: 0.8917976186899244"
"CATL_1 COUPLE_1 GARL_1 INAT_11 SANI_2 TACT_11 ==> ASCEN_2" " 242724 #CONF: 0.9035726118372316"
"ASCEN_2 COUPLE_1 GARL_1 INAT_11 SANI_2 TACT_11 ==> CATL_1" " 242724 #CONF: 1.0"
"ASCEN_2 CATL_1 COUPLE_1 GARL_1 SANI_2 TACT_11 ==> INAT_11" " 242724 #CONF: 0.9069691840326431"
"ASCEN_2 CATL_1 COUPLE_1 GARL_1 INAT_11 TACT_11 ==> SANI_2" " 242724 #CONF: 0.9864423311387467"
"COUPLE_1 GARL_1 INAT_11 SANI_2 TACT_11 ==> ASCEN_2 CATL_1" " 242724 #CONF: 0.9035726118372316"
"CATL_1 COUPLE_1 GARL_1 INAT_11 TACT_11 ==> ASCEN_2 SANI_2" " 242724 #CONF: 0.8908839322745574"
"ASCEN_2 COUPLE_1 GARL_1 SANI_2 TACT_11 ==> CATL_1 INAT_11" " 242724 #CONF: 0.9069691840326431"
"ASCEN_2 COUPLE_1 GARL_1 INAT_11 TACT_11 ==> CATL_1 SANI_2" " 242724 #CONF: 0.9864423311387467"
"ASCEN_2 CATL_1 COUPLE_1 GARL_1 TACT_11 ==> INAT_11 SANI_2" " 242724 #CONF: 0.8922134778181712"
"COUPLE_1 GARL_1 INAT_11 TACT_11 ==> ASCEN_2 CATL_1 SANI_2" " 242724 #CONF: 0.8908839322745574"
"ASCEN_2 COUPLE_1 GARL_1 TACT_11 ==> CATL_1 INAT_11 SANI_2" " 242724 #CONF: 0.8922134778181712"
"ASCEN_2 COUPLE_2 CS1_8 INAT_11 NA38_ZZ SANI_2 ==> CATL_1" " 294056 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_8 INAT_11 NA38_ZZ SANI_2 ==> COUPLE_2" " 294056 #CONF: 0.8864130320102973"
"ASCEN_2 CATL_1 COUPLE_2 CS1_8 NA38_ZZ SANI_2 ==> INAT_11" " 294056 #CONF: 0.9251349684758945"
"ASCEN_2 CATL_1 COUPLE_2 CS1_8 INAT_11 SANI_2 ==> NA38_ZZ" " 294056 #CONF: 1.0"
"ASCEN_2 CATL_1 COUPLE_2 CS1_8 INAT_11 NA38_ZZ ==> SANI_2" " 294056 #CONF: 0.9734793936444563"
"ASCEN_2 CS1_8 INAT_11 NA38_ZZ SANI_2 ==> CATL_1 COUPLE_2" " 294056 #CONF: 0.8864130320102973"
"ASCEN_2 COUPLE_2 CS1_8 NA38_ZZ SANI_2 ==> CATL_1 INAT_11" " 294056 #CONF: 0.9251349684758945"
"ASCEN_2 COUPLE_2 CS1_8 INAT_11 SANI_2 ==> CATL_1 NA38_ZZ" " 294056 #CONF: 1.0"
"ASCEN_2 COUPLE_2 CS1_8 INAT_11 NA38_ZZ ==> CATL_1 SANI_2" " 294056 #CONF: 0.9734793936444563"
"ASCEN_2 CATL_1 CS1_8 INAT_11 SANI_2 ==> COUPLE_2 NA38_ZZ" " 294056 #CONF: 0.8864130320102973"
"ASCEN_2 CATL_1 CS1_8 INAT_11 NA38_ZZ ==> COUPLE_2 SANI_2" " 294056 #CONF: 0.8623646579938297"
"ASCEN_2 CATL_1 COUPLE_2 CS1_8 SANI_2 ==> INAT_11 NA38_ZZ" " 294056 #CONF: 0.9251349684758945"
"ASCEN_2 CATL_1 COUPLE_2 CS1_8 NA38_ZZ ==> INAT_11 SANI_2" " 294056 #CONF: 0.8971741345748998"
"ASCEN_2 CATL_1 COUPLE_2 CS1_8 INAT_11 ==> NA38_ZZ SANI_2" " 294056 #CONF: 0.9734793936444563"
"ASCEN_2 CS1_8 INAT_11 SANI_2 ==> CATL_1 COUPLE_2 NA38_ZZ" " 294056 #CONF: 0.8864130320102973"
