itemset support
"MODV_11 SANI_2 TACT_23 ==> CATL_1 COUPLE_2 CS1_8 DIPL_15_Z NA38_ZZ" " 184887 #CONF: 1.0"
"MODV_11 NA38_ZZ TACT_23 ==> CATL_1 COUPLE_2 CS1_8 DIPL_15_Z SANI_2" " 184887 #CONF: 0.9694463961743763"
"DIPL_15_Z MODV_11 TACT_23 ==> CATL_1 COUPLE_2 CS1_8 NA38_ZZ SANI_2" " 184887 #CONF: 0.9694463961743763"
"DIPL_15_Z MODV_11 SANI_2 ==> CATL_1 COUPLE_2 CS1_8 NA38_ZZ TACT_23" " 184887 #CONF: 1.0"
"DIPL_15_Z MODV_11 NA38_ZZ ==> CATL_1 COUPLE_2 CS1_8 SANI_2 TACT_23" " 184887 #CONF: 0.9694463961743763"
"CS1_8 MODV_11 TACT_23 ==> CATL_1 COUPLE_2 DIPL_15_Z NA38_ZZ SANI_2" " 184887 #CONF: 0.9694463961743763"
"CS1_8 DIPL_15_Z MODV_11 ==> CATL_1 COUPLE_2 NA38_ZZ SANI_2 TACT_23" " 184887 #CONF: 0.9694463961743763"
"COUPLE_2 MODV_11 TACT_23 ==> CATL_1 CS1_8 DIPL_15_Z NA38_ZZ SANI_2" " 184887 #CONF: 0.9694463961743763"
"COUPLE_2 DIPL_15_Z MODV_11 ==> CATL_1 CS1_8 NA38_ZZ SANI_2 TACT_23" " 184887 #CONF: 0.9694463961743763"
"CATL_1 MODV_11 TACT_23 ==> COUPLE_2 CS1_8 DIPL_15_Z NA38_ZZ SANI_2" " 184887 #CONF: 0.9694463961743763"
"CATL_1 DIPL_15_Z MODV_11 ==> COUPLE_2 CS1_8 NA38_ZZ SANI_2 TACT_23" " 184887 #CONF: 0.9694463961743763"
"MODV_11 TACT_23 ==> CATL_1 COUPLE_2 CS1_8 DIPL_15_Z NA38_ZZ SANI_2" " 184887 #CONF: 0.9694463961743763"
"DIPL_15_Z MODV_11 ==> CATL_1 COUPLE_2 CS1_8 NA38_ZZ SANI_2 TACT_23" " 184887 #CONF: 0.9694463961743763"
"COUPLE_2 CS1_8 GARL_1 INAT_11 MODV_11 NA38_ZZ SANI_2 ==> CATL_1" " 176324 #CONF: 1.0"
"CATL_1 CS1_8 GARL_1 INAT_11 MODV_11 NA38_ZZ SANI_2 ==> COUPLE_2" " 176324 #CONF: 0.9993142338972484"
"CATL_1 COUPLE_2 GARL_1 INAT_11 MODV_11 NA38_ZZ SANI_2 ==> CS1_8" " 176324 #CONF: 0.9642937222796454"
"CATL_1 COUPLE_2 CS1_8 GARL_1 MODV_11 NA38_ZZ SANI_2 ==> INAT_11" " 176324 #CONF: 0.951575038991457"
"CATL_1 COUPLE_2 CS1_8 GARL_1 INAT_11 MODV_11 SANI_2 ==> NA38_ZZ" " 176324 #CONF: 1.0"
"CATL_1 COUPLE_2 CS1_8 GARL_1 INAT_11 MODV_11 NA38_ZZ ==> SANI_2" " 176324 #CONF: 0.9812731998063321"
"CS1_8 GARL_1 INAT_11 MODV_11 NA38_ZZ SANI_2 ==> CATL_1 COUPLE_2" " 176324 #CONF: 0.9993142338972484"
"COUPLE_2 GARL_1 INAT_11 MODV_11 NA38_ZZ SANI_2 ==> CATL_1 CS1_8" " 176324 #CONF: 0.9642937222796454"
"COUPLE_2 CS1_8 GARL_1 MODV_11 NA38_ZZ SANI_2 ==> CATL_1 INAT_11" " 176324 #CONF: 0.951575038991457"
"COUPLE_2 CS1_8 GARL_1 INAT_11 MODV_11 SANI_2 ==> CATL_1 NA38_ZZ" " 176324 #CONF: 1.0"
"COUPLE_2 CS1_8 GARL_1 INAT_11 MODV_11 NA38_ZZ ==> CATL_1 SANI_2" " 176324 #CONF: 0.9812731998063321"
"CATL_1 GARL_1 INAT_11 MODV_11 NA38_ZZ SANI_2 ==> COUPLE_2 CS1_8" " 176324 #CONF: 0.9635349213375083"
"CATL_1 CS1_8 GARL_1 MODV_11 NA38_ZZ SANI_2 ==> COUPLE_2 INAT_11" " 176324 #CONF: 0.9508976481564372"
"CATL_1 CS1_8 GARL_1 INAT_11 MODV_11 SANI_2 ==> COUPLE_2 NA38_ZZ" " 176324 #CONF: 0.9993142338972484"
"CATL_1 CS1_8 GARL_1 INAT_11 MODV_11 NA38_ZZ ==> COUPLE_2 SANI_2" " 176324 #CONF: 0.9805910552014859"
"CATL_1 COUPLE_2 CS1_8 GARL_1 MODV_11 SANI_2 ==> INAT_11 NA38_ZZ" " 176324 #CONF: 0.951575038991457"
"CATL_1 COUPLE_2 CS1_8 GARL_1 INAT_11 MODV_11 ==> NA38_ZZ SANI_2" " 176324 #CONF: 0.9812731998063321"
"GARL_1 INAT_11 MODV_11 NA38_ZZ SANI_2 ==> CATL_1 COUPLE_2 CS1_8" " 176324 #CONF: 0.9635349213375083"
"CS1_8 GARL_1 MODV_11 NA38_ZZ SANI_2 ==> CATL_1 COUPLE_2 INAT_11" " 176324 #CONF: 0.9508976481564372"
"CS1_8 GARL_1 INAT_11 MODV_11 SANI_2 ==> CATL_1 COUPLE_2 NA38_ZZ" " 176324 #CONF: 0.9993142338972484"
"CS1_8 GARL_1 INAT_11 MODV_11 NA38_ZZ ==> CATL_1 COUPLE_2 SANI_2" " 176324 #CONF: 0.9805910552014859"
"COUPLE_2 CS1_8 GARL_1 MODV_11 SANI_2 ==> CATL_1 INAT_11 NA38_ZZ" " 176324 #CONF: 0.951575038991457"
"COUPLE_2 CS1_8 GARL_1 INAT_11 MODV_11 ==> CATL_1 NA38_ZZ SANI_2" " 176324 #CONF: 0.9812731998063321"
"CATL_1 CS1_8 GARL_1 MODV_11 SANI_2 ==> COUPLE_2 INAT_11 NA38_ZZ" " 176324 #CONF: 0.9508976481564372"
"CATL_1 CS1_8 GARL_1 INAT_11 MODV_11 ==> COUPLE_2 NA38_ZZ SANI_2" " 176324 #CONF: 0.9805910552014859"
"CS1_8 GARL_1 MODV_11 SANI_2 ==> CATL_1 COUPLE_2 INAT_11 NA38_ZZ" " 176324 #CONF: 0.9508976481564372"
"CS1_8 GARL_1 INAT_11 MODV_11 ==> CATL_1 COUPLE_2 NA38_ZZ SANI_2" " 176324 #CONF: 0.9805910552014859"
"COUPLE_2 CS1_8 GARL_1 INAT_11 NA38_ZZ SANI_2 TACT_23 ==> CATL_1" " 150309 #CONF: 1.0"
"CATL_1 CS1_8 GARL_1 INAT_11 NA38_ZZ SANI_2 TACT_23 ==> COUPLE_2" " 150309 #CONF: 1.0"
"CATL_1 COUPLE_2 GARL_1 INAT_11 NA38_ZZ SANI_2 TACT_23 ==> CS1_8" " 150309 #CONF: 1.0"
"CATL_1 COUPLE_2 CS1_8 GARL_1 NA38_ZZ SANI_2 TACT_23 ==> INAT_11" " 150309 #CONF: 0.9548763753716362"
"CATL_1 COUPLE_2 CS1_8 GARL_1 INAT_11 SANI_2 TACT_23 ==> NA38_ZZ" " 150309 #CONF: 1.0"
"CATL_1 COUPLE_2 CS1_8 GARL_1 INAT_11 NA38_ZZ TACT_23 ==> SANI_2" " 150309 #CONF: 0.9799842220903774"
"CS1_8 GARL_1 INAT_11 NA38_ZZ SANI_2 TACT_23 ==> CATL_1 COUPLE_2" " 150309 #CONF: 1.0"
"COUPLE_2 GARL_1 INAT_11 NA38_ZZ SANI_2 TACT_23 ==> CATL_1 CS1_8" " 150309 #CONF: 1.0"
"COUPLE_2 CS1_8 GARL_1 NA38_ZZ SANI_2 TACT_23 ==> CATL_1 INAT_11" " 150309 #CONF: 0.9548763753716362"
"COUPLE_2 CS1_8 GARL_1 INAT_11 SANI_2 TACT_23 ==> CATL_1 NA38_ZZ" " 150309 #CONF: 1.0"
"COUPLE_2 CS1_8 GARL_1 INAT_11 NA38_ZZ TACT_23 ==> CATL_1 SANI_2" " 150309 #CONF: 0.9799842220903774"
"CATL_1 GARL_1 INAT_11 NA38_ZZ SANI_2 TACT_23 ==> COUPLE_2 CS1_8" " 150309 #CONF: 1.0"
"CATL_1 CS1_8 GARL_1 NA38_ZZ SANI_2 TACT_23 ==> COUPLE_2 INAT_11" " 150309 #CONF: 0.9548763753716362"
"CATL_1 CS1_8 GARL_1 INAT_11 SANI_2 TACT_23 ==> COUPLE_2 NA38_ZZ" " 150309 #CONF: 1.0"
"CATL_1 CS1_8 GARL_1 INAT_11 NA38_ZZ TACT_23 ==> COUPLE_2 SANI_2" " 150309 #CONF: 0.9799842220903774"
"CATL_1 COUPLE_2 GARL_1 NA38_ZZ SANI_2 TACT_23 ==> CS1_8 INAT_11" " 150309 #CONF: 0.9548763753716362"
"CATL_1 COUPLE_2 GARL_1 INAT_11 SANI_2 TACT_23 ==> CS1_8 NA38_ZZ" " 150309 #CONF: 1.0"
"CATL_1 COUPLE_2 GARL_1 INAT_11 NA38_ZZ TACT_23 ==> CS1_8 SANI_2" " 150309 #CONF: 0.9799842220903774"
"CATL_1 COUPLE_2 CS1_8 GARL_1 SANI_2 TACT_23 ==> INAT_11 NA38_ZZ" " 150309 #CONF: 0.9548763753716362"
"CATL_1 COUPLE_2 CS1_8 GARL_1 INAT_11 TACT_23 ==> NA38_ZZ SANI_2" " 150309 #CONF: 0.9799842220903774"
"GARL_1 INAT_11 NA38_ZZ SANI_2 TACT_23 ==> CATL_1 COUPLE_2 CS1_8" " 150309 #CONF: 1.0"
"CS1_8 GARL_1 NA38_ZZ SANI_2 TACT_23 ==> CATL_1 COUPLE_2 INAT_11" " 150309 #CONF: 0.9548763753716362"
"CS1_8 GARL_1 INAT_11 SANI_2 TACT_23 ==> CATL_1 COUPLE_2 NA38_ZZ" " 150309 #CONF: 1.0"
"CS1_8 GARL_1 INAT_11 NA38_ZZ TACT_23 ==> CATL_1 COUPLE_2 SANI_2" " 150309 #CONF: 0.9799842220903774"
"COUPLE_2 GARL_1 NA38_ZZ SANI_2 TACT_23 ==> CATL_1 CS1_8 INAT_11" " 150309 #CONF: 0.9548763753716362"
"COUPLE_2 GARL_1 INAT_11 SANI_2 TACT_23 ==> CATL_1 CS1_8 NA38_ZZ" " 150309 #CONF: 1.0"
"COUPLE_2 GARL_1 INAT_11 NA38_ZZ TACT_23 ==> CATL_1 CS1_8 SANI_2" " 150309 #CONF: 0.9799842220903774"
"COUPLE_2 CS1_8 GARL_1 SANI_2 TACT_23 ==> CATL_1 INAT_11 NA38_ZZ" " 150309 #CONF: 0.9548763753716362"
"COUPLE_2 CS1_8 GARL_1 INAT_11 TACT_23 ==> CATL_1 NA38_ZZ SANI_2" " 150309 #CONF: 0.9799842220903774"
"CATL_1 GARL_1 NA38_ZZ SANI_2 TACT_23 ==> COUPLE_2 CS1_8 INAT_11" " 150309 #CONF: 0.9548763753716362"
"CATL_1 GARL_1 INAT_11 SANI_2 TACT_23 ==> COUPLE_2 CS1_8 NA38_ZZ" " 150309 #CONF: 1.0"
"CATL_1 GARL_1 INAT_11 NA38_ZZ TACT_23 ==> COUPLE_2 CS1_8 SANI_2" " 150309 #CONF: 0.9799842220903774"
"CATL_1 CS1_8 GARL_1 SANI_2 TACT_23 ==> COUPLE_2 INAT_11 NA38_ZZ" " 150309 #CONF: 0.9548763753716362"
"CATL_1 CS1_8 GARL_1 INAT_11 TACT_23 ==> COUPLE_2 NA38_ZZ SANI_2" " 150309 #CONF: 0.9799842220903774"
"CATL_1 COUPLE_2 GARL_1 SANI_2 TACT_23 ==> CS1_8 INAT_11 NA38_ZZ" " 150309 #CONF: 0.9548763753716362"
"CATL_1 COUPLE_2 GARL_1 INAT_11 TACT_23 ==> CS1_8 NA38_ZZ SANI_2" " 150309 #CONF: 0.9799842220903774"
"GARL_1 NA38_ZZ SANI_2 TACT_23 ==> CATL_1 COUPLE_2 CS1_8 INAT_11" " 150309 #CONF: 0.9548763753716362"
"GARL_1 INAT_11 SANI_2 TACT_23 ==> CATL_1 COUPLE_2 CS1_8 NA38_ZZ" " 150309 #CONF: 1.0"
"GARL_1 INAT_11 NA38_ZZ TACT_23 ==> CATL_1 COUPLE_2 CS1_8 SANI_2" " 150309 #CONF: 0.9799842220903774"
"CS1_8 GARL_1 SANI_2 TACT_23 ==> CATL_1 COUPLE_2 INAT_11 NA38_ZZ" " 150309 #CONF: 0.9548763753716362"
"CS1_8 GARL_1 INAT_11 TACT_23 ==> CATL_1 COUPLE_2 NA38_ZZ SANI_2" " 150309 #CONF: 0.9799842220903774"
"COUPLE_2 GARL_1 SANI_2 TACT_23 ==> CATL_1 CS1_8 INAT_11 NA38_ZZ" " 150309 #CONF: 0.9548763753716362"
"COUPLE_2 GARL_1 INAT_11 TACT_23 ==> CATL_1 CS1_8 NA38_ZZ SANI_2" " 150309 #CONF: 0.9799842220903774"
"CATL_1 GARL_1 SANI_2 TACT_23 ==> COUPLE_2 CS1_8 INAT_11 NA38_ZZ" " 150309 #CONF: 0.9548763753716362"
"CATL_1 GARL_1 INAT_11 TACT_23 ==> COUPLE_2 CS1_8 NA38_ZZ SANI_2" " 150309 #CONF: 0.9799842220903774"
"GARL_1 SANI_2 TACT_23 ==> CATL_1 COUPLE_2 CS1_8 INAT_11 NA38_ZZ" " 150309 #CONF: 0.9548763753716362"
"GARL_1 INAT_11 TACT_23 ==> CATL_1 COUPLE_2 CS1_8 NA38_ZZ SANI_2" " 150309 #CONF: 0.9799842220903774"
"COUPLE_2 CS1_8 INAT_11 MODV_11 NA38_ZZ SANI_2 STOCD_10 ==> CATL_1" " 148008 #CONF: 1.0"
"CATL_1 CS1_8 INAT_11 MODV_11 NA38_ZZ SANI_2 STOCD_10 ==> COUPLE_2" " 148008 #CONF: 0.9993585545194899"
"CATL_1 COUPLE_2 INAT_11 MODV_11 NA38_ZZ SANI_2 STOCD_10 ==> CS1_8" " 148008 #CONF: 0.963386772373123"
"CATL_1 COUPLE_2 CS1_8 MODV_11 NA38_ZZ SANI_2 STOCD_10 ==> INAT_11" " 148008 #CONF: 0.9648815150428632"
"CATL_1 COUPLE_2 CS1_8 INAT_11 MODV_11 SANI_2 STOCD_10 ==> NA38_ZZ" " 148008 #CONF: 1.0"
"CATL_1 COUPLE_2 CS1_8 INAT_11 MODV_11 NA38_ZZ STOCD_10 ==> SANI_2" " 148008 #CONF: 0.9836902340790366"
"CS1_8 INAT_11 MODV_11 NA38_ZZ SANI_2 STOCD_10 ==> CATL_1 COUPLE_2" " 148008 #CONF: 0.9993585545194899"
"COUPLE_2 INAT_11 MODV_11 NA38_ZZ SANI_2 STOCD_10 ==> CATL_1 CS1_8" " 148008 #CONF: 0.963386772373123"
"COUPLE_2 CS1_8 MODV_11 NA38_ZZ SANI_2 STOCD_10 ==> CATL_1 INAT_11" " 148008 #CONF: 0.9648815150428632"
"COUPLE_2 CS1_8 INAT_11 MODV_11 SANI_2 STOCD_10 ==> CATL_1 NA38_ZZ" " 148008 #CONF: 1.0"
"COUPLE_2 CS1_8 INAT_11 MODV_11 NA38_ZZ STOCD_10 ==> CATL_1 SANI_2" " 148008 #CONF: 0.9836902340790366"
"CATL_1 INAT_11 MODV_11 NA38_ZZ SANI_2 STOCD_10 ==> COUPLE_2 CS1_8" " 148008 #CONF: 0.9627100122934026"
"CATL_1 CS1_8 MODV_11 NA38_ZZ SANI_2 STOCD_10 ==> COUPLE_2 INAT_11" " 148008 #CONF: 0.9642466253192266"
"CATL_1 CS1_8 INAT_11 MODV_11 SANI_2 STOCD_10 ==> COUPLE_2 NA38_ZZ" " 148008 #CONF: 0.9993585545194899"
"CATL_1 CS1_8 INAT_11 MODV_11 NA38_ZZ STOCD_10 ==> COUPLE_2 SANI_2" " 148008 #CONF: 0.9830564761986995"
"CATL_1 COUPLE_2 CS1_8 MODV_11 SANI_2 STOCD_10 ==> INAT_11 NA38_ZZ" " 148008 #CONF: 0.9648815150428632"
"CATL_1 COUPLE_2 CS1_8 INAT_11 MODV_11 STOCD_10 ==> NA38_ZZ SANI_2" " 148008 #CONF: 0.9836902340790366"
"INAT_11 MODV_11 NA38_ZZ SANI_2 STOCD_10 ==> CATL_1 COUPLE_2 CS1_8" " 148008 #CONF: 0.9627100122934026"
"CS1_8 MODV_11 NA38_ZZ SANI_2 STOCD_10 ==> CATL_1 COUPLE_2 INAT_11" " 148008 #CONF: 0.9642466253192266"
"CS1_8 INAT_11 MODV_11 SANI_2 STOCD_10 ==> CATL_1 COUPLE_2 NA38_ZZ" " 148008 #CONF: 0.9993585545194899"
"CS1_8 INAT_11 MODV_11 NA38_ZZ STOCD_10 ==> CATL_1 COUPLE_2 SANI_2" " 148008 #CONF: 0.9830564761986995"
"COUPLE_2 CS1_8 MODV_11 SANI_2 STOCD_10 ==> CATL_1 INAT_11 NA38_ZZ" " 148008 #CONF: 0.9648815150428632"
"COUPLE_2 CS1_8 INAT_11 MODV_11 STOCD_10 ==> CATL_1 NA38_ZZ SANI_2" " 148008 #CONF: 0.9836902340790366"
"CATL_1 CS1_8 MODV_11 SANI_2 STOCD_10 ==> COUPLE_2 INAT_11 NA38_ZZ" " 148008 #CONF: 0.9642466253192266"
"CATL_1 CS1_8 INAT_11 MODV_11 STOCD_10 ==> COUPLE_2 NA38_ZZ SANI_2" " 148008 #CONF: 0.9830564761986995"
"CS1_8 MODV_11 SANI_2 STOCD_10 ==> CATL_1 COUPLE_2 INAT_11 NA38_ZZ" " 148008 #CONF: 0.9642466253192266"
"CS1_8 INAT_11 MODV_11 STOCD_10 ==> CATL_1 COUPLE_2 NA38_ZZ SANI_2" " 148008 #CONF: 0.9830564761986995"
"COUPLE_2 CS1_8 INAT_11 MODV_11 NA38_ZZ SANI_2 TACT_23 ==> CATL_1" " 171884 #CONF: 1.0"
"CATL_1 CS1_8 INAT_11 MODV_11 NA38_ZZ SANI_2 TACT_23 ==> COUPLE_2" " 171884 #CONF: 1.0"
"CATL_1 COUPLE_2 INAT_11 MODV_11 NA38_ZZ SANI_2 TACT_23 ==> CS1_8" " 171884 #CONF: 1.0"
"CATL_1 COUPLE_2 CS1_8 INAT_11 MODV_11 SANI_2 TACT_23 ==> NA38_ZZ" " 171884 #CONF: 1.0"
"CATL_1 COUPLE_2 CS1_8 INAT_11 MODV_11 NA38_ZZ TACT_23 ==> SANI_2" " 171884 #CONF: 0.9734885169767508"
"CS1_8 INAT_11 MODV_11 NA38_ZZ SANI_2 TACT_23 ==> CATL_1 COUPLE_2" " 171884 #CONF: 1.0"
"COUPLE_2 INAT_11 MODV_11 NA38_ZZ SANI_2 TACT_23 ==> CATL_1 CS1_8" " 171884 #CONF: 1.0"
"COUPLE_2 CS1_8 INAT_11 MODV_11 SANI_2 TACT_23 ==> CATL_1 NA38_ZZ" " 171884 #CONF: 1.0"
"COUPLE_2 CS1_8 INAT_11 MODV_11 NA38_ZZ TACT_23 ==> CATL_1 SANI_2" " 171884 #CONF: 0.9734885169767508"
"CATL_1 INAT_11 MODV_11 NA38_ZZ SANI_2 TACT_23 ==> COUPLE_2 CS1_8" " 171884 #CONF: 1.0"
"CATL_1 CS1_8 INAT_11 MODV_11 SANI_2 TACT_23 ==> COUPLE_2 NA38_ZZ" " 171884 #CONF: 1.0"
"CATL_1 CS1_8 INAT_11 MODV_11 NA38_ZZ TACT_23 ==> COUPLE_2 SANI_2" " 171884 #CONF: 0.9734885169767508"
"CATL_1 COUPLE_2 INAT_11 MODV_11 SANI_2 TACT_23 ==> CS1_8 NA38_ZZ" " 171884 #CONF: 1.0"
"CATL_1 COUPLE_2 INAT_11 MODV_11 NA38_ZZ TACT_23 ==> CS1_8 SANI_2" " 171884 #CONF: 0.9734885169767508"
"CATL_1 COUPLE_2 CS1_8 INAT_11 MODV_11 TACT_23 ==> NA38_ZZ SANI_2" " 171884 #CONF: 0.9734885169767508"
"INAT_11 MODV_11 NA38_ZZ SANI_2 TACT_23 ==> CATL_1 COUPLE_2 CS1_8" " 171884 #CONF: 1.0"
"CS1_8 INAT_11 MODV_11 SANI_2 TACT_23 ==> CATL_1 COUPLE_2 NA38_ZZ" " 171884 #CONF: 1.0"
"CS1_8 INAT_11 MODV_11 NA38_ZZ TACT_23 ==> CATL_1 COUPLE_2 SANI_2" " 171884 #CONF: 0.9734885169767508"
"COUPLE_2 INAT_11 MODV_11 SANI_2 TACT_23 ==> CATL_1 CS1_8 NA38_ZZ" " 171884 #CONF: 1.0"
"COUPLE_2 INAT_11 MODV_11 NA38_ZZ TACT_23 ==> CATL_1 CS1_8 SANI_2" " 171884 #CONF: 0.9734885169767508"
"COUPLE_2 CS1_8 INAT_11 MODV_11 TACT_23 ==> CATL_1 NA38_ZZ SANI_2" " 171884 #CONF: 0.9734885169767508"
"CATL_1 INAT_11 MODV_11 SANI_2 TACT_23 ==> COUPLE_2 CS1_8 NA38_ZZ" " 171884 #CONF: 1.0"
"CATL_1 INAT_11 MODV_11 NA38_ZZ TACT_23 ==> COUPLE_2 CS1_8 SANI_2" " 171884 #CONF: 0.9734885169767508"
"CATL_1 CS1_8 INAT_11 MODV_11 TACT_23 ==> COUPLE_2 NA38_ZZ SANI_2" " 171884 #CONF: 0.9734885169767508"
"CATL_1 COUPLE_2 INAT_11 MODV_11 TACT_23 ==> CS1_8 NA38_ZZ SANI_2" " 171884 #CONF: 0.9734885169767508"
"INAT_11 MODV_11 SANI_2 TACT_23 ==> CATL_1 COUPLE_2 CS1_8 NA38_ZZ" " 171884 #CONF: 1.0"
"INAT_11 MODV_11 NA38_ZZ TACT_23 ==> CATL_1 COUPLE_2 CS1_8 SANI_2" " 171884 #CONF: 0.9734885169767508"
"CS1_8 INAT_11 MODV_11 TACT_23 ==> CATL_1 COUPLE_2 NA38_ZZ SANI_2" " 171884 #CONF: 0.9734885169767508"
"COUPLE_2 INAT_11 MODV_11 TACT_23 ==> CATL_1 CS1_8 NA38_ZZ SANI_2" " 171884 #CONF: 0.9734885169767508"
"CATL_1 INAT_11 MODV_11 TACT_23 ==> COUPLE_2 CS1_8 NA38_ZZ SANI_2" " 171884 #CONF: 0.9734885169767508"
"INAT_11 MODV_11 TACT_23 ==> CATL_1 COUPLE_2 CS1_8 NA38_ZZ SANI_2" " 171884 #CONF: 0.9734885169767508"
"COUPLE_2 DIPL_15_Z GARL_1 INAT_11 NA38_ZZ SANI_2 TACT_23 ==> CATL_1" " 150309 #CONF: 1.0"
"CATL_1 DIPL_15_Z GARL_1 INAT_11 NA38_ZZ SANI_2 TACT_23 ==> COUPLE_2" " 150309 #CONF: 1.0"
"CATL_1 COUPLE_2 GARL_1 INAT_11 NA38_ZZ SANI_2 TACT_23 ==> DIPL_15_Z" " 150309 #CONF: 1.0"
"CATL_1 COUPLE_2 DIPL_15_Z GARL_1 NA38_ZZ SANI_2 TACT_23 ==> INAT_11" " 150309 #CONF: 0.9548763753716362"
"CATL_1 COUPLE_2 DIPL_15_Z GARL_1 INAT_11 SANI_2 TACT_23 ==> NA38_ZZ" " 150309 #CONF: 1.0"
"CATL_1 COUPLE_2 DIPL_15_Z GARL_1 INAT_11 NA38_ZZ TACT_23 ==> SANI_2" " 150309 #CONF: 0.9799842220903774"
"CATL_1 COUPLE_2 DIPL_15_Z GARL_1 INAT_11 NA38_ZZ SANI_2 ==> TACT_23" " 150309 #CONF: 1.0"
"DIPL_15_Z GARL_1 INAT_11 NA38_ZZ SANI_2 TACT_23 ==> CATL_1 COUPLE_2" " 150309 #CONF: 1.0"
"COUPLE_2 GARL_1 INAT_11 NA38_ZZ SANI_2 TACT_23 ==> CATL_1 DIPL_15_Z" " 150309 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z GARL_1 NA38_ZZ SANI_2 TACT_23 ==> CATL_1 INAT_11" " 150309 #CONF: 0.9548763753716362"
"COUPLE_2 DIPL_15_Z GARL_1 INAT_11 SANI_2 TACT_23 ==> CATL_1 NA38_ZZ" " 150309 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z GARL_1 INAT_11 NA38_ZZ TACT_23 ==> CATL_1 SANI_2" " 150309 #CONF: 0.9799842220903774"
"COUPLE_2 DIPL_15_Z GARL_1 INAT_11 NA38_ZZ SANI_2 ==> CATL_1 TACT_23" " 150309 #CONF: 1.0"
"CATL_1 GARL_1 INAT_11 NA38_ZZ SANI_2 TACT_23 ==> COUPLE_2 DIPL_15_Z" " 150309 #CONF: 1.0"
"CATL_1 DIPL_15_Z GARL_1 NA38_ZZ SANI_2 TACT_23 ==> COUPLE_2 INAT_11" " 150309 #CONF: 0.9548763753716362"
"CATL_1 DIPL_15_Z GARL_1 INAT_11 SANI_2 TACT_23 ==> COUPLE_2 NA38_ZZ" " 150309 #CONF: 1.0"
"CATL_1 DIPL_15_Z GARL_1 INAT_11 NA38_ZZ TACT_23 ==> COUPLE_2 SANI_2" " 150309 #CONF: 0.9799842220903774"
"CATL_1 DIPL_15_Z GARL_1 INAT_11 NA38_ZZ SANI_2 ==> COUPLE_2 TACT_23" " 150309 #CONF: 1.0"
"CATL_1 COUPLE_2 GARL_1 NA38_ZZ SANI_2 TACT_23 ==> DIPL_15_Z INAT_11" " 150309 #CONF: 0.9548763753716362"
"CATL_1 COUPLE_2 GARL_1 INAT_11 SANI_2 TACT_23 ==> DIPL_15_Z NA38_ZZ" " 150309 #CONF: 1.0"
"CATL_1 COUPLE_2 GARL_1 INAT_11 NA38_ZZ TACT_23 ==> DIPL_15_Z SANI_2" " 150309 #CONF: 0.9799842220903774"
"CATL_1 COUPLE_2 DIPL_15_Z GARL_1 SANI_2 TACT_23 ==> INAT_11 NA38_ZZ" " 150309 #CONF: 0.9548763753716362"
"CATL_1 COUPLE_2 DIPL_15_Z GARL_1 NA38_ZZ SANI_2 ==> INAT_11 TACT_23" " 150309 #CONF: 0.9548763753716362"
"CATL_1 COUPLE_2 DIPL_15_Z GARL_1 INAT_11 TACT_23 ==> NA38_ZZ SANI_2" " 150309 #CONF: 0.9799842220903774"
"CATL_1 COUPLE_2 DIPL_15_Z GARL_1 INAT_11 SANI_2 ==> NA38_ZZ TACT_23" " 150309 #CONF: 1.0"
"CATL_1 COUPLE_2 DIPL_15_Z GARL_1 INAT_11 NA38_ZZ ==> SANI_2 TACT_23" " 150309 #CONF: 0.9799842220903774"
"GARL_1 INAT_11 NA38_ZZ SANI_2 TACT_23 ==> CATL_1 COUPLE_2 DIPL_15_Z" " 150309 #CONF: 1.0"
"DIPL_15_Z GARL_1 NA38_ZZ SANI_2 TACT_23 ==> CATL_1 COUPLE_2 INAT_11" " 150309 #CONF: 0.9548763753716362"
"DIPL_15_Z GARL_1 INAT_11 SANI_2 TACT_23 ==> CATL_1 COUPLE_2 NA38_ZZ" " 150309 #CONF: 1.0"
"DIPL_15_Z GARL_1 INAT_11 NA38_ZZ TACT_23 ==> CATL_1 COUPLE_2 SANI_2" " 150309 #CONF: 0.9799842220903774"
"DIPL_15_Z GARL_1 INAT_11 NA38_ZZ SANI_2 ==> CATL_1 COUPLE_2 TACT_23" " 150309 #CONF: 1.0"
"COUPLE_2 GARL_1 NA38_ZZ SANI_2 TACT_23 ==> CATL_1 DIPL_15_Z INAT_11" " 150309 #CONF: 0.9548763753716362"
"COUPLE_2 GARL_1 INAT_11 SANI_2 TACT_23 ==> CATL_1 DIPL_15_Z NA38_ZZ" " 150309 #CONF: 1.0"
"COUPLE_2 GARL_1 INAT_11 NA38_ZZ TACT_23 ==> CATL_1 DIPL_15_Z SANI_2" " 150309 #CONF: 0.9799842220903774"
"COUPLE_2 DIPL_15_Z GARL_1 SANI_2 TACT_23 ==> CATL_1 INAT_11 NA38_ZZ" " 150309 #CONF: 0.9548763753716362"
"COUPLE_2 DIPL_15_Z GARL_1 NA38_ZZ SANI_2 ==> CATL_1 INAT_11 TACT_23" " 150309 #CONF: 0.9548763753716362"
"COUPLE_2 DIPL_15_Z GARL_1 INAT_11 TACT_23 ==> CATL_1 NA38_ZZ SANI_2" " 150309 #CONF: 0.9799842220903774"
