itemset support
"CS1_7 SANI_2 STOCD_10 TACT_21 ==> NA38_ZZ" " 212390 #CONF: 1.0"
"CS1_7 NA38_ZZ STOCD_10 TACT_21 ==> SANI_2" " 212390 #CONF: 0.9752233844232412"
"CS1_7 NA38_ZZ SANI_2 STOCD_10 ==> TACT_21" " 212390 #CONF: 1.0"
"SANI_2 STOCD_10 TACT_21 ==> CS1_7 NA38_ZZ" " 212390 #CONF: 0.9949733677499145"
"NA38_ZZ STOCD_10 TACT_21 ==> CS1_7 SANI_2" " 212390 #CONF: 0.9703047192653844"
"CS1_7 STOCD_10 TACT_21 ==> NA38_ZZ SANI_2" " 212390 #CONF: 0.9752233844232412"
"CS1_7 SANI_2 STOCD_10 ==> NA38_ZZ TACT_21" " 212390 #CONF: 1.0"
"CS1_7 NA38_ZZ STOCD_10 ==> SANI_2 TACT_21" " 212390 #CONF: 0.9752233844232412"
"STOCD_10 TACT_21 ==> CS1_7 NA38_ZZ SANI_2" " 212390 #CONF: 0.9703047192653844"
"CS1_7 STOCD_10 ==> NA38_ZZ SANI_2 TACT_21" " 212390 #CONF: 0.9752233844232412"
"DIPL_15_Z GARL_1 INAT_11 NA38_ZZ ==> CS1_8" " 153379 #CONF: 1.0"
"CS1_8 DIPL_15_Z GARL_1 NA38_ZZ ==> INAT_11" " 153379 #CONF: 0.9522091918771768"
"CS1_8 DIPL_15_Z GARL_1 INAT_11 ==> NA38_ZZ" " 153379 #CONF: 1.0"
"DIPL_15_Z GARL_1 NA38_ZZ ==> CS1_8 INAT_11" " 153379 #CONF: 0.9522091918771768"
"DIPL_15_Z GARL_1 INAT_11 ==> CS1_8 NA38_ZZ" " 153379 #CONF: 1.0"
"CS1_8 DIPL_15_Z GARL_1 ==> INAT_11 NA38_ZZ" " 153379 #CONF: 0.9522091918771768"
"DIPL_15_Z GARL_1 ==> CS1_8 INAT_11 NA38_ZZ" " 153379 #CONF: 0.9522091918771768"
"DIPL_15_Z GARL_1 INAT_11 SANI_2 ==> CS1_8" " 150309 #CONF: 1.0"
"CS1_8 DIPL_15_Z GARL_1 SANI_2 ==> INAT_11" " 150309 #CONF: 0.9548763753716362"
"CS1_8 DIPL_15_Z GARL_1 INAT_11 ==> SANI_2" " 150309 #CONF: 0.9799842220903774"
"DIPL_15_Z GARL_1 SANI_2 ==> CS1_8 INAT_11" " 150309 #CONF: 0.9548763753716362"
"DIPL_15_Z GARL_1 INAT_11 ==> CS1_8 SANI_2" " 150309 #CONF: 0.9799842220903774"
"DIPL_15_Z GARL_1 INAT_11 TACT_23 ==> CS1_8" " 153379 #CONF: 1.0"
"CS1_8 GARL_1 INAT_11 TACT_23 ==> DIPL_15_Z" " 153379 #CONF: 1.0"
"CS1_8 DIPL_15_Z GARL_1 TACT_23 ==> INAT_11" " 153379 #CONF: 0.9522091918771768"
"CS1_8 DIPL_15_Z GARL_1 INAT_11 ==> TACT_23" " 153379 #CONF: 1.0"
"GARL_1 INAT_11 TACT_23 ==> CS1_8 DIPL_15_Z" " 153379 #CONF: 1.0"
"DIPL_15_Z GARL_1 TACT_23 ==> CS1_8 INAT_11" " 153379 #CONF: 0.9522091918771768"
"DIPL_15_Z GARL_1 INAT_11 ==> CS1_8 TACT_23" " 153379 #CONF: 1.0"
"CS1_8 GARL_1 TACT_23 ==> DIPL_15_Z INAT_11" " 153379 #CONF: 0.9522091918771768"
"CS1_8 DIPL_15_Z GARL_1 ==> INAT_11 TACT_23" " 153379 #CONF: 0.9522091918771768"
"GARL_1 TACT_23 ==> CS1_8 DIPL_15_Z INAT_11" " 153379 #CONF: 0.9522091918771768"
"DIPL_15_Z GARL_1 ==> CS1_8 INAT_11 TACT_23" " 153379 #CONF: 0.9522091918771768"
"DIPL_15_Z GARL_1 NA38_ZZ SANI_2 ==> CS1_8" " 157412 #CONF: 1.0"
"CS1_8 DIPL_15_Z GARL_1 SANI_2 ==> NA38_ZZ" " 157412 #CONF: 1.0"
"CS1_8 DIPL_15_Z GARL_1 NA38_ZZ ==> SANI_2" " 157412 #CONF: 0.9772469067588793"
"DIPL_15_Z GARL_1 SANI_2 ==> CS1_8 NA38_ZZ" " 157412 #CONF: 1.0"
"DIPL_15_Z GARL_1 NA38_ZZ ==> CS1_8 SANI_2" " 157412 #CONF: 0.9772469067588793"
"CS1_8 DIPL_15_Z GARL_1 ==> NA38_ZZ SANI_2" " 157412 #CONF: 0.9772469067588793"
"DIPL_15_Z GARL_1 ==> CS1_8 NA38_ZZ SANI_2" " 157412 #CONF: 0.9772469067588793"
"DIPL_15_Z GARL_1 NA38_ZZ TACT_23 ==> CS1_8" " 161077 #CONF: 1.0"
"CS1_8 GARL_1 NA38_ZZ TACT_23 ==> DIPL_15_Z" " 161077 #CONF: 1.0"
"CS1_8 DIPL_15_Z GARL_1 TACT_23 ==> NA38_ZZ" " 161077 #CONF: 1.0"
"CS1_8 DIPL_15_Z GARL_1 NA38_ZZ ==> TACT_23" " 161077 #CONF: 1.0"
"GARL_1 NA38_ZZ TACT_23 ==> CS1_8 DIPL_15_Z" " 161077 #CONF: 1.0"
"DIPL_15_Z GARL_1 TACT_23 ==> CS1_8 NA38_ZZ" " 161077 #CONF: 1.0"
"DIPL_15_Z GARL_1 NA38_ZZ ==> CS1_8 TACT_23" " 161077 #CONF: 1.0"
"CS1_8 GARL_1 TACT_23 ==> DIPL_15_Z NA38_ZZ" " 161077 #CONF: 1.0"
"CS1_8 DIPL_15_Z GARL_1 ==> NA38_ZZ TACT_23" " 161077 #CONF: 1.0"
"GARL_1 TACT_23 ==> CS1_8 DIPL_15_Z NA38_ZZ" " 161077 #CONF: 1.0"
"DIPL_15_Z GARL_1 ==> CS1_8 NA38_ZZ TACT_23" " 161077 #CONF: 1.0"
"DIPL_15_Z GARL_1 SANI_2 TACT_23 ==> CS1_8" " 157412 #CONF: 1.0"
"CS1_8 GARL_1 SANI_2 TACT_23 ==> DIPL_15_Z" " 157412 #CONF: 1.0"
"CS1_8 DIPL_15_Z GARL_1 TACT_23 ==> SANI_2" " 157412 #CONF: 0.9772469067588793"
"CS1_8 DIPL_15_Z GARL_1 SANI_2 ==> TACT_23" " 157412 #CONF: 1.0"
"GARL_1 SANI_2 TACT_23 ==> CS1_8 DIPL_15_Z" " 157412 #CONF: 1.0"
"DIPL_15_Z GARL_1 TACT_23 ==> CS1_8 SANI_2" " 157412 #CONF: 0.9772469067588793"
"DIPL_15_Z GARL_1 SANI_2 ==> CS1_8 TACT_23" " 157412 #CONF: 1.0"
"CS1_8 GARL_1 TACT_23 ==> DIPL_15_Z SANI_2" " 157412 #CONF: 0.9772469067588793"
"CS1_8 DIPL_15_Z GARL_1 ==> SANI_2 TACT_23" " 157412 #CONF: 0.9772469067588793"
"GARL_1 TACT_23 ==> CS1_8 DIPL_15_Z SANI_2" " 157412 #CONF: 0.9772469067588793"
"DIPL_15_Z GARL_1 ==> CS1_8 SANI_2 TACT_23" " 157412 #CONF: 0.9772469067588793"
"DIPL_15_Z INAT_11 MODV_11 NA38_ZZ ==> CS1_8" " 176565 #CONF: 1.0"
"CS1_8 DIPL_15_Z INAT_11 MODV_11 ==> NA38_ZZ" " 176565 #CONF: 1.0"
"DIPL_15_Z INAT_11 MODV_11 ==> CS1_8 NA38_ZZ" " 176565 #CONF: 1.0"
"DIPL_15_Z INAT_11 MODV_11 SANI_2 ==> CS1_8" " 171884 #CONF: 1.0"
"CS1_8 DIPL_15_Z INAT_11 MODV_11 ==> SANI_2" " 171884 #CONF: 0.9734885169767508"
"DIPL_15_Z INAT_11 MODV_11 ==> CS1_8 SANI_2" " 171884 #CONF: 0.9734885169767508"
"DIPL_15_Z INAT_11 MODV_11 TACT_23 ==> CS1_8" " 176565 #CONF: 1.0"
"CS1_8 INAT_11 MODV_11 TACT_23 ==> DIPL_15_Z" " 176565 #CONF: 1.0"
"CS1_8 DIPL_15_Z INAT_11 MODV_11 ==> TACT_23" " 176565 #CONF: 1.0"
"INAT_11 MODV_11 TACT_23 ==> CS1_8 DIPL_15_Z" " 176565 #CONF: 1.0"
"DIPL_15_Z INAT_11 MODV_11 ==> CS1_8 TACT_23" " 176565 #CONF: 1.0"
"DIPL_15_Z INAT_11 NA38_ZZ SANI_2 ==> CS1_8" " 214719 #CONF: 1.0"
"CS1_8 DIPL_15_Z INAT_11 SANI_2 ==> NA38_ZZ" " 214719 #CONF: 1.0"
"CS1_8 DIPL_15_Z INAT_11 NA38_ZZ ==> SANI_2" " 214719 #CONF: 0.9645090288383793"
"DIPL_15_Z INAT_11 SANI_2 ==> CS1_8 NA38_ZZ" " 214719 #CONF: 1.0"
"DIPL_15_Z INAT_11 NA38_ZZ ==> CS1_8 SANI_2" " 214719 #CONF: 0.9645090288383793"
"CS1_8 DIPL_15_Z INAT_11 ==> NA38_ZZ SANI_2" " 214719 #CONF: 0.9645090288383793"
"DIPL_15_Z INAT_11 ==> CS1_8 NA38_ZZ SANI_2" " 214719 #CONF: 0.9645090288383793"
"DIPL_15_Z INAT_11 NA38_ZZ TACT_23 ==> CS1_8" " 222620 #CONF: 1.0"
"CS1_8 INAT_11 NA38_ZZ TACT_23 ==> DIPL_15_Z" " 222620 #CONF: 1.0"
"CS1_8 DIPL_15_Z INAT_11 TACT_23 ==> NA38_ZZ" " 222620 #CONF: 1.0"
"CS1_8 DIPL_15_Z INAT_11 NA38_ZZ ==> TACT_23" " 222620 #CONF: 1.0"
"INAT_11 NA38_ZZ TACT_23 ==> CS1_8 DIPL_15_Z" " 222620 #CONF: 1.0"
"DIPL_15_Z INAT_11 TACT_23 ==> CS1_8 NA38_ZZ" " 222620 #CONF: 1.0"
"DIPL_15_Z INAT_11 NA38_ZZ ==> CS1_8 TACT_23" " 222620 #CONF: 1.0"
"CS1_8 INAT_11 TACT_23 ==> DIPL_15_Z NA38_ZZ" " 222620 #CONF: 1.0"
"CS1_8 DIPL_15_Z INAT_11 ==> NA38_ZZ TACT_23" " 222620 #CONF: 1.0"
"INAT_11 TACT_23 ==> CS1_8 DIPL_15_Z NA38_ZZ" " 222620 #CONF: 1.0"
"DIPL_15_Z INAT_11 ==> CS1_8 NA38_ZZ TACT_23" " 222620 #CONF: 1.0"
"DIPL_15_Z INAT_11 SANI_2 TACT_23 ==> CS1_8" " 214719 #CONF: 1.0"
"CS1_8 INAT_11 SANI_2 TACT_23 ==> DIPL_15_Z" " 214719 #CONF: 1.0"
"CS1_8 DIPL_15_Z INAT_11 TACT_23 ==> SANI_2" " 214719 #CONF: 0.9645090288383793"
"CS1_8 DIPL_15_Z INAT_11 SANI_2 ==> TACT_23" " 214719 #CONF: 1.0"
"INAT_11 SANI_2 TACT_23 ==> CS1_8 DIPL_15_Z" " 214719 #CONF: 1.0"
"DIPL_15_Z INAT_11 TACT_23 ==> CS1_8 SANI_2" " 214719 #CONF: 0.9645090288383793"
"DIPL_15_Z INAT_11 SANI_2 ==> CS1_8 TACT_23" " 214719 #CONF: 1.0"
"CS1_8 INAT_11 TACT_23 ==> DIPL_15_Z SANI_2" " 214719 #CONF: 0.9645090288383793"
"CS1_8 DIPL_15_Z INAT_11 ==> SANI_2 TACT_23" " 214719 #CONF: 0.9645090288383793"
"INAT_11 TACT_23 ==> CS1_8 DIPL_15_Z SANI_2" " 214719 #CONF: 0.9645090288383793"
"DIPL_15_Z INAT_11 ==> CS1_8 SANI_2 TACT_23" " 214719 #CONF: 0.9645090288383793"
"DIPL_15_Z MODV_11 NA38_ZZ SANI_2 ==> CS1_8" " 184887 #CONF: 1.0"
"CS1_8 DIPL_15_Z MODV_11 SANI_2 ==> NA38_ZZ" " 184887 #CONF: 1.0"
"CS1_8 DIPL_15_Z MODV_11 NA38_ZZ ==> SANI_2" " 184887 #CONF: 0.9694463961743763"
"DIPL_15_Z MODV_11 SANI_2 ==> CS1_8 NA38_ZZ" " 184887 #CONF: 1.0"
"DIPL_15_Z MODV_11 NA38_ZZ ==> CS1_8 SANI_2" " 184887 #CONF: 0.9694463961743763"
"CS1_8 DIPL_15_Z MODV_11 ==> NA38_ZZ SANI_2" " 184887 #CONF: 0.9694463961743763"
"DIPL_15_Z MODV_11 ==> CS1_8 NA38_ZZ SANI_2" " 184887 #CONF: 0.9694463961743763"
"DIPL_15_Z MODV_11 NA38_ZZ TACT_23 ==> CS1_8" " 190714 #CONF: 1.0"
"CS1_8 MODV_11 NA38_ZZ TACT_23 ==> DIPL_15_Z" " 190714 #CONF: 1.0"
"CS1_8 DIPL_15_Z MODV_11 TACT_23 ==> NA38_ZZ" " 190714 #CONF: 1.0"
"CS1_8 DIPL_15_Z MODV_11 NA38_ZZ ==> TACT_23" " 190714 #CONF: 1.0"
"MODV_11 NA38_ZZ TACT_23 ==> CS1_8 DIPL_15_Z" " 190714 #CONF: 1.0"
"DIPL_15_Z MODV_11 TACT_23 ==> CS1_8 NA38_ZZ" " 190714 #CONF: 1.0"
"DIPL_15_Z MODV_11 NA38_ZZ ==> CS1_8 TACT_23" " 190714 #CONF: 1.0"
"CS1_8 MODV_11 TACT_23 ==> DIPL_15_Z NA38_ZZ" " 190714 #CONF: 1.0"
"CS1_8 DIPL_15_Z MODV_11 ==> NA38_ZZ TACT_23" " 190714 #CONF: 1.0"
"MODV_11 TACT_23 ==> CS1_8 DIPL_15_Z NA38_ZZ" " 190714 #CONF: 1.0"
"DIPL_15_Z MODV_11 ==> CS1_8 NA38_ZZ TACT_23" " 190714 #CONF: 1.0"
"DIPL_15_Z MODV_11 SANI_2 TACT_23 ==> CS1_8" " 184887 #CONF: 1.0"
"CS1_8 MODV_11 SANI_2 TACT_23 ==> DIPL_15_Z" " 184887 #CONF: 1.0"
"CS1_8 DIPL_15_Z MODV_11 TACT_23 ==> SANI_2" " 184887 #CONF: 0.9694463961743763"
"CS1_8 DIPL_15_Z MODV_11 SANI_2 ==> TACT_23" " 184887 #CONF: 1.0"
"MODV_11 SANI_2 TACT_23 ==> CS1_8 DIPL_15_Z" " 184887 #CONF: 1.0"
"DIPL_15_Z MODV_11 TACT_23 ==> CS1_8 SANI_2" " 184887 #CONF: 0.9694463961743763"
"DIPL_15_Z MODV_11 SANI_2 ==> CS1_8 TACT_23" " 184887 #CONF: 1.0"
"CS1_8 MODV_11 TACT_23 ==> DIPL_15_Z SANI_2" " 184887 #CONF: 0.9694463961743763"
"CS1_8 DIPL_15_Z MODV_11 ==> SANI_2 TACT_23" " 184887 #CONF: 0.9694463961743763"
"MODV_11 TACT_23 ==> CS1_8 DIPL_15_Z SANI_2" " 184887 #CONF: 0.9694463961743763"
"DIPL_15_Z MODV_11 ==> CS1_8 SANI_2 TACT_23" " 184887 #CONF: 0.9694463961743763"
"DIPL_15_Z NA38_ZZ SANI_2 TACT_23 ==> CS1_8" " 232308 #CONF: 1.0"
"CS1_8 NA38_ZZ SANI_2 TACT_23 ==> DIPL_15_Z" " 232308 #CONF: 1.0"
"CS1_8 DIPL_15_Z SANI_2 TACT_23 ==> NA38_ZZ" " 232308 #CONF: 1.0"
"CS1_8 DIPL_15_Z NA38_ZZ TACT_23 ==> SANI_2" " 232308 #CONF: 0.9598591869367787"
"CS1_8 DIPL_15_Z NA38_ZZ SANI_2 ==> TACT_23" " 232308 #CONF: 1.0"
"NA38_ZZ SANI_2 TACT_23 ==> CS1_8 DIPL_15_Z" " 232308 #CONF: 1.0"
"DIPL_15_Z SANI_2 TACT_23 ==> CS1_8 NA38_ZZ" " 232308 #CONF: 1.0"
"DIPL_15_Z NA38_ZZ TACT_23 ==> CS1_8 SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z NA38_ZZ SANI_2 ==> CS1_8 TACT_23" " 232308 #CONF: 1.0"
"CS1_8 SANI_2 TACT_23 ==> DIPL_15_Z NA38_ZZ" " 232308 #CONF: 1.0"
"CS1_8 NA38_ZZ TACT_23 ==> DIPL_15_Z SANI_2" " 232308 #CONF: 0.9598591869367787"
"CS1_8 DIPL_15_Z TACT_23 ==> NA38_ZZ SANI_2" " 232308 #CONF: 0.9598591869367787"
"CS1_8 DIPL_15_Z SANI_2 ==> NA38_ZZ TACT_23" " 232308 #CONF: 1.0"
"CS1_8 DIPL_15_Z NA38_ZZ ==> SANI_2 TACT_23" " 232308 #CONF: 0.9598591869367787"
"SANI_2 TACT_23 ==> CS1_8 DIPL_15_Z NA38_ZZ" " 232308 #CONF: 1.0"
"NA38_ZZ TACT_23 ==> CS1_8 DIPL_15_Z SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z TACT_23 ==> CS1_8 NA38_ZZ SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z SANI_2 ==> CS1_8 NA38_ZZ TACT_23" " 232308 #CONF: 1.0"
"DIPL_15_Z NA38_ZZ ==> CS1_8 SANI_2 TACT_23" " 232308 #CONF: 0.9598591869367787"
"CS1_8 TACT_23 ==> DIPL_15_Z NA38_ZZ SANI_2" " 232308 #CONF: 0.9598591869367787"
"CS1_8 DIPL_15_Z ==> NA38_ZZ SANI_2 TACT_23" " 232308 #CONF: 0.9598591869367787"
"TACT_23 ==> CS1_8 DIPL_15_Z NA38_ZZ SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z ==> CS1_8 NA38_ZZ SANI_2 TACT_23" " 232308 #CONF: 0.9598591869367787"
"GARL_1 INAT_11 MODV_11 NA38_ZZ ==> CS1_8" " 179814 #CONF: 0.9639640605566754"
"CS1_8 GARL_1 INAT_11 MODV_11 ==> NA38_ZZ" " 179814 #CONF: 1.0"
"CS1_8 GARL_1 MODV_11 SANI_2 ==> INAT_11" " 176445 #CONF: 0.9515501890211348"
"CS1_8 GARL_1 INAT_11 MODV_11 ==> SANI_2" " 176445 #CONF: 0.9812639727718643"
"CS1_8 GARL_1 INAT_11 SANI_2 ==> NA38_ZZ" " 260186 #CONF: 1.0"
"CS1_8 GARL_1 INAT_11 NA38_ZZ ==> SANI_2" " 260186 #CONF: 0.978900953369903"
"CS1_8 GARL_1 INAT_11 ==> NA38_ZZ SANI_2" " 260186 #CONF: 0.978900953369903"
"CS1_8 GARL_1 INAT_11 STOCD_10 ==> NA38_ZZ" " 165027 #CONF: 1.0"
"GARL_1 INAT_11 NA38_ZZ TACT_23 ==> CS1_8" " 153379 #CONF: 1.0"
"CS1_8 GARL_1 NA38_ZZ TACT_23 ==> INAT_11" " 153379 #CONF: 0.9522091918771768"
"CS1_8 GARL_1 INAT_11 TACT_23 ==> NA38_ZZ" " 153379 #CONF: 1.0"
"GARL_1 NA38_ZZ TACT_23 ==> CS1_8 INAT_11" " 153379 #CONF: 0.9522091918771768"
"GARL_1 INAT_11 TACT_23 ==> CS1_8 NA38_ZZ" " 153379 #CONF: 1.0"
"CS1_8 GARL_1 TACT_23 ==> INAT_11 NA38_ZZ" " 153379 #CONF: 0.9522091918771768"
"GARL_1 TACT_23 ==> CS1_8 INAT_11 NA38_ZZ" " 153379 #CONF: 0.9522091918771768"
"CS1_8 GARL_1 INAT_11 STOCD_10 ==> SANI_2" " 162399 #CONF: 0.9840753331273064"
"GARL_1 INAT_11 SANI_2 TACT_23 ==> CS1_8" " 150309 #CONF: 1.0"
"CS1_8 GARL_1 SANI_2 TACT_23 ==> INAT_11" " 150309 #CONF: 0.9548763753716362"
"CS1_8 GARL_1 INAT_11 TACT_23 ==> SANI_2" " 150309 #CONF: 0.9799842220903774"
"GARL_1 SANI_2 TACT_23 ==> CS1_8 INAT_11" " 150309 #CONF: 0.9548763753716362"
"GARL_1 INAT_11 TACT_23 ==> CS1_8 SANI_2" " 150309 #CONF: 0.9799842220903774"
"GARL_1 MODV_11 NA38_ZZ SANI_2 ==> CS1_8" " 185429 #CONF: 0.9634477097015546"
"CS1_8 GARL_1 MODV_11 SANI_2 ==> NA38_ZZ" " 185429 #CONF: 1.0"
"CS1_8 GARL_1 MODV_11 NA38_ZZ ==> SANI_2" " 185429 #CONF: 0.9784242130035142"
"CS1_8 GARL_1 MODV_11 ==> NA38_ZZ SANI_2" " 185429 #CONF: 0.9784242130035142"
"CS1_8 GARL_1 SANI_2 SEXE_2 ==> NA38_ZZ" " 156423 #CONF: 1.0"
"CS1_8 GARL_1 NA38_ZZ SEXE_2 ==> SANI_2" " 156423 #CONF: 0.9741732577691973"
"CS1_8 GARL_1 SEXE_2 ==> NA38_ZZ SANI_2" " 156423 #CONF: 0.9741732577691973"
"CS1_8 GARL_1 SANI_2 STOCD_10 ==> NA38_ZZ" " 173188 #CONF: 1.0"
"CS1_8 GARL_1 NA38_ZZ STOCD_10 ==> SANI_2" " 173188 #CONF: 0.9821922780273127"
"CS1_8 GARL_1 STOCD_10 ==> NA38_ZZ SANI_2" " 173188 #CONF: 0.9821922780273127"
"GARL_1 NA38_ZZ SANI_2 TACT_23 ==> CS1_8" " 157412 #CONF: 1.0"
"CS1_8 GARL_1 SANI_2 TACT_23 ==> NA38_ZZ" " 157412 #CONF: 1.0"
"CS1_8 GARL_1 NA38_ZZ TACT_23 ==> SANI_2" " 157412 #CONF: 0.9772469067588793"
"GARL_1 SANI_2 TACT_23 ==> CS1_8 NA38_ZZ" " 157412 #CONF: 1.0"
"GARL_1 NA38_ZZ TACT_23 ==> CS1_8 SANI_2" " 157412 #CONF: 0.9772469067588793"
"CS1_8 GARL_1 TACT_23 ==> NA38_ZZ SANI_2" " 157412 #CONF: 0.9772469067588793"
"GARL_1 TACT_23 ==> CS1_8 NA38_ZZ SANI_2" " 157412 #CONF: 0.9772469067588793"
"INAT_11 MODV_11 NA38_ZZ SANI_2 ==> CS1_8" " 234284 #CONF: 0.9633071280549982"
"CS1_8 INAT_11 MODV_11 SANI_2 ==> NA38_ZZ" " 234284 #CONF: 1.0"
"CS1_8 INAT_11 MODV_11 NA38_ZZ ==> SANI_2" " 234284 #CONF: 0.9740120980314715"
"CS1_8 INAT_11 MODV_11 ==> NA38_ZZ SANI_2" " 234284 #CONF: 0.9740120980314715"
"INAT_11 MODV_11 NA38_ZZ STOCD_10 ==> CS1_8" " 150559 #CONF: 0.9629982602466356"
"CS1_8 MODV_11 NA38_ZZ STOCD_10 ==> INAT_11" " 150559 #CONF: 0.9634727741621711"
"CS1_8 INAT_11 MODV_11 STOCD_10 ==> NA38_ZZ" " 150559 #CONF: 1.0"
"CS1_8 MODV_11 STOCD_10 ==> INAT_11 NA38_ZZ" " 150559 #CONF: 0.9634727741621711"
"INAT_11 MODV_11 NA38_ZZ TACT_23 ==> CS1_8" " 176565 #CONF: 1.0"
"CS1_8 INAT_11 MODV_11 TACT_23 ==> NA38_ZZ" " 176565 #CONF: 1.0"
"INAT_11 MODV_11 TACT_23 ==> CS1_8 NA38_ZZ" " 176565 #CONF: 1.0"
"CS1_8 MODV_11 SANI_2 STOCD_10 ==> INAT_11" " 148103 #CONF: 0.9648655339552822"
"CS1_8 INAT_11 MODV_11 STOCD_10 ==> SANI_2" " 148103 #CONF: 0.9836874580729149"
"INAT_11 MODV_11 SANI_2 TACT_23 ==> CS1_8" " 171884 #CONF: 1.0"
"CS1_8 INAT_11 MODV_11 TACT_23 ==> SANI_2" " 171884 #CONF: 0.9734885169767508"
"INAT_11 MODV_11 TACT_23 ==> CS1_8 SANI_2" " 171884 #CONF: 0.9734885169767508"
"CS1_8 INAT_11 SANI_2 SEXE_1 ==> NA38_ZZ" " 182078 #CONF: 1.0"
"CS1_8 INAT_11 SANI_2 SEXE_2 ==> NA38_ZZ" " 212818 #CONF: 1.0"
"CS1_8 INAT_11 NA38_ZZ SEXE_2 ==> SANI_2" " 212818 #CONF: 0.9502542876151439"
"CS1_8 INAT_11 SEXE_2 ==> NA38_ZZ SANI_2" " 212818 #CONF: 0.9502542876151439"
"CS1_8 INAT_11 SANI_2 STOCD_10 ==> NA38_ZZ" " 195911 #CONF: 1.0"
"CS1_8 INAT_11 NA38_ZZ STOCD_10 ==> SANI_2" " 195911 #CONF: 0.9806533317315393"
"CS1_8 INAT_11 STOCD_10 ==> NA38_ZZ SANI_2" " 195911 #CONF: 0.9806533317315393"
"INAT_11 NA38_ZZ SANI_2 TACT_23 ==> CS1_8" " 214719 #CONF: 1.0"
"CS1_8 INAT_11 SANI_2 TACT_23 ==> NA38_ZZ" " 214719 #CONF: 1.0"
"CS1_8 INAT_11 NA38_ZZ TACT_23 ==> SANI_2" " 214719 #CONF: 0.9645090288383793"
"INAT_11 SANI_2 TACT_23 ==> CS1_8 NA38_ZZ" " 214719 #CONF: 1.0"
"INAT_11 NA38_ZZ TACT_23 ==> CS1_8 SANI_2" " 214719 #CONF: 0.9645090288383793"
"CS1_8 INAT_11 TACT_23 ==> NA38_ZZ SANI_2" " 214719 #CONF: 0.9645090288383793"
"INAT_11 TACT_23 ==> CS1_8 NA38_ZZ SANI_2" " 214719 #CONF: 0.9645090288383793"
"MODV_11 NA38_ZZ SANI_2 STOCD_10 ==> CS1_8" " 153496 #CONF: 0.9625504803471543"
"CS1_8 MODV_11 SANI_2 STOCD_10 ==> NA38_ZZ" " 153496 #CONF: 1.0"
"CS1_8 MODV_11 NA38_ZZ STOCD_10 ==> SANI_2" " 153496 #CONF: 0.9822675292928129"
"CS1_8 MODV_11 STOCD_10 ==> NA38_ZZ SANI_2" " 153496 #CONF: 0.9822675292928129"
"MODV_11 NA38_ZZ SANI_2 TACT_23 ==> CS1_8" " 184887 #CONF: 1.0"
"CS1_8 MODV_11 SANI_2 TACT_23 ==> NA38_ZZ" " 184887 #CONF: 1.0"
"CS1_8 MODV_11 NA38_ZZ TACT_23 ==> SANI_2" " 184887 #CONF: 0.9694463961743763"
"MODV_11 SANI_2 TACT_23 ==> CS1_8 NA38_ZZ" " 184887 #CONF: 1.0"
"MODV_11 NA38_ZZ TACT_23 ==> CS1_8 SANI_2" " 184887 #CONF: 0.9694463961743763"
"CS1_8 MODV_11 TACT_23 ==> NA38_ZZ SANI_2" " 184887 #CONF: 0.9694463961743763"
"MODV_11 TACT_23 ==> CS1_8 NA38_ZZ SANI_2" " 184887 #CONF: 0.9694463961743763"
"DIPL_15_A GARL_1 INAT_11 NA38_ZZ ==> SANI_2" " 154637 #CONF: 0.9746930388523309"
"DIPL_15_D GARL_1 INAT_11 TACT_11 ==> SANI_2" " 148995 #CONF: 0.9888961159635755"
"DIPL_15_Z GARL_1 NA38_ZZ SANI_2 ==> INAT_11" " 150309 #CONF: 0.9548763753716362"
"DIPL_15_Z GARL_1 INAT_11 SANI_2 ==> NA38_ZZ" " 150309 #CONF: 1.0"
"DIPL_15_Z GARL_1 INAT_11 NA38_ZZ ==> SANI_2" " 150309 #CONF: 0.9799842220903774"
"DIPL_15_Z GARL_1 SANI_2 ==> INAT_11 NA38_ZZ" " 150309 #CONF: 0.9548763753716362"
"DIPL_15_Z GARL_1 INAT_11 ==> NA38_ZZ SANI_2" " 150309 #CONF: 0.9799842220903774"
"GARL_1 INAT_11 NA38_ZZ TACT_23 ==> DIPL_15_Z" " 153379 #CONF: 1.0"
"DIPL_15_Z GARL_1 NA38_ZZ TACT_23 ==> INAT_11" " 153379 #CONF: 0.9522091918771768"
"DIPL_15_Z GARL_1 INAT_11 TACT_23 ==> NA38_ZZ" " 153379 #CONF: 1.0"
"DIPL_15_Z GARL_1 INAT_11 NA38_ZZ ==> TACT_23" " 153379 #CONF: 1.0"
"GARL_1 NA38_ZZ TACT_23 ==> DIPL_15_Z INAT_11" " 153379 #CONF: 0.9522091918771768"
"GARL_1 INAT_11 TACT_23 ==> DIPL_15_Z NA38_ZZ" " 153379 #CONF: 1.0"
"DIPL_15_Z GARL_1 TACT_23 ==> INAT_11 NA38_ZZ" " 153379 #CONF: 0.9522091918771768"
"DIPL_15_Z GARL_1 NA38_ZZ ==> INAT_11 TACT_23" " 153379 #CONF: 0.9522091918771768"
